game_id,avg_first_downs,avg_total_yds,avg_pass_yds,avg_rush_yds,avg_TO
9111966PIT,,,,,
9181966PIT,,,,,
9251966PIT,,,,,
1021966WAS,,,,,
1081966CLE,,,,,
10161966PIT,,,,,
10301966DAL,,,,,
1161966PIT,,,,,
11131966PIT,,,,,
11201966PIT,,,,,
11271966CRD,,,,,
1241966PHI,,,,,
12111966NYG,,,,,
12181966ATL,,,,,
9171967PIT,,,,,
9241967PIT,,,,,
1011967PHI,15.647058823529413,258.4705882352941,168.2352941176471,90.23529411764706,2.9411764705882355
1071967CLE,15.352941176470587,251.05882352941174,164.82352941176467,86.23529411764706,3.0
10151967PIT,15.411764705882351,251.2352941176471,168.0,83.23529411764707,3.0588235294117645
10221967PIT,16.235294117647058,257.1764705882353,173.41176470588238,83.76470588235293,2.8235294117647056
10291967NOR,16.411764705882348,258.2352941176471,168.0,90.23529411764706,2.8235294117647056
1151967PIT,16.529411764705884,263.9411764705883,170.7647058823529,93.17647058823529,2.647058823529412
11121967CRD,16.941176470588232,269.58823529411757,176.70588235294116,92.88235294117645,2.5294117647058822
11191967NYG,17.647058823529417,279.11764705882354,182.4705882352941,96.64705882352942,2.4705882352941178
11261967PIT,17.352941176470587,270.29411764705884,177.7647058823529,92.52941176470587,2.8235294117647056
1231967DET,18.11764705882353,280.88235294117646,185.4705882352941,95.41176470588236,2.7058823529411766
12101967PIT,18.352941176470583,287.76470588235287,192.29411764705884,95.47058823529413,2.8235294117647056
12171967GNB,18.47058823529412,294.5882352941176,193.82352941176467,100.76470588235294,2.8823529411764706
9151968PIT,18.764705882352946,298.9411764705883,196.11764705882354,102.82352941176471,3.0
9221968RAM,18.529411764705888,291.0588235294117,190.52941176470588,100.52941176470587,3.117647058823529
9291968PIT,17.588235294117652,276.6470588235294,180.64705882352942,96.0,3.294117647058824
1051968CLE,17.352941176470587,269.52941176470586,178.17647058823533,91.35294117647058,3.294117647058824
10131968WAS,17.352941176470587,272.4705882352941,175.88235294117646,96.58823529411764,3.117647058823529
10201968PIT,17.176470588235293,271.4705882352941,171.52941176470586,99.94117647058823,3.0588235294117645
10271968PIT,16.764705882352942,269.7647058823529,166.7058823529412,103.05882352941177,2.8823529411764706
1131968ATL,17.294117647058822,278.1764705882353,172.05882352941174,106.11764705882355,2.8235294117647056
11101968CRD,16.588235294117652,277.2352941176471,171.0,106.23529411764706,2.7058823529411766
11171968PIT,16.705882352941178,282.29411764705884,176.88235294117646,105.41176470588236,2.8823529411764706
11241968PIT,17.176470588235293,285.23529411764713,179.88235294117646,105.35294117647058,3.0
1211968PIT,16.705882352941178,278.9411764705883,173.88235294117646,105.05882352941177,3.117647058823529
1281968DAL,16.764705882352942,280.8235294117647,168.58823529411762,112.23529411764706,3.0
12151968NOR,17.294117647058822,294.5294117647058,177.2352941176471,117.29411764705885,2.8823529411764706
9211969PIT,16.88235294117647,289.0588235294117,171.05882352941177,118.0,3.0588235294117645
9281969PHI,16.823529411764707,293.4705882352941,172.70588235294116,120.76470588235294,2.8823529411764706
1051969PIT,17.411764705882348,302.35294117647067,182.88235294117646,119.47058823529413,3.0
10121969NYG,17.352941176470587,296.88235294117646,176.41176470588238,120.47058823529413,3.0
10181969CLE,17.588235294117652,300.5294117647058,175.29411764705884,125.23529411764706,3.294117647058824
10261969PIT,17.941176470588232,305.70588235294116,173.29411764705884,132.41176470588235,3.1764705882352944
1121969PIT,17.941176470588232,310.0588235294117,176.11764705882354,133.94117647058823,3.294117647058824
1191969CHI,17.529411764705884,298.23529411764713,173.2352941176471,125.0,3.3529411764705883
11161969PIT,17.470588235294116,296.88235294117646,174.17647058823533,122.70588235294115,3.4705882352941178
11231969MIN,17.294117647058822,290.76470588235287,172.47058823529412,118.29411764705885,3.7058823529411766
11301969CRD,16.411764705882348,278.11764705882354,162.0,116.11764705882355,3.882352941176471
1271969PIT,16.235294117647058,269.52941176470586,153.7647058823529,115.76470588235294,3.941176470588236
12141969PIT,15.823529411764708,267.0588235294117,154.82352941176467,112.23529411764706,3.647058823529412
12211969NOR,15.176470588235292,262.11764705882354,146.64705882352942,115.47058823529413,3.3529411764705883
9201970PIT,15.058823529411766,264.88235294117646,149.7647058823529,115.11764705882355,3.2352941176470584
9271970DEN,14.764705882352944,260.88235294117646,156.05882352941177,104.82352941176471,3.3529411764705883
1031970CLE,14.823529411764708,255.7647058823529,151.94117647058823,103.82352941176471,3.3529411764705883
10111970PIT,14.823529411764708,254.11764705882354,146.64705882352942,107.47058823529413,3.117647058823529
10181970OTI,14.352941176470587,247.41176470588238,142.64705882352942,104.76470588235294,3.2352941176470584
10251970RAI,14.588235294117649,242.7647058823529,136.35294117647058,106.41176470588236,3.2352941176470584
1121970PIT,14.235294117647056,245.70588235294116,142.88235294117646,102.82352941176471,3.0588235294117645
1181970PIT,13.882352941176471,243.17647058823533,139.35294117647058,103.82352941176471,2.7058823529411766
11151970PIT,13.764705882352944,237.35294117647058,137.52941176470586,99.82352941176471,2.9411764705882355
11221970CIN,14.0,235.88235294117646,136.29411764705878,99.58823529411764,3.0588235294117645
11291970PIT,14.294117647058822,255.82352941176467,148.17647058823533,107.64705882352942,2.9411764705882355
1261970PIT,14.176470588235292,255.58823529411762,150.2941176470588,105.29411764705885,3.0588235294117645
12131970ATL,14.411764705882351,258.41176470588243,150.11764705882354,108.29411764705885,3.117647058823529
12201970PHI,14.411764705882351,267.4705882352941,148.47058823529414,119.0,3.0
9191971CHI,14.470588235294118,275.41176470588243,147.82352941176467,127.58823529411764,3.3529411764705883
9261971PIT,14.529411764705882,274.0588235294117,147.94117647058823,126.11764705882355,3.4117647058823533
1031971PIT,14.823529411764708,274.9411764705883,148.88235294117646,126.05882352941177,3.4705882352941178
10101971CLE,14.823529411764708,275.41176470588243,147.05882352941177,128.35294117647058,3.4705882352941178
10181971KAN,15.058823529411766,279.9411764705883,148.47058823529414,131.47058823529414,3.5294117647058822
10241971PIT,15.588235294117649,289.11764705882354,155.82352941176467,133.29411764705878,3.5882352941176467
10311971CLT,15.705882352941178,287.4705882352941,162.7058823529412,124.76470588235294,3.7058823529411766
1171971PIT,16.294117647058822,296.4117647058824,161.35294117647058,135.05882352941177,3.5294117647058822
11141971MIA,15.882352941176471,297.70588235294116,166.11764705882354,131.58823529411765,3.4705882352941178
11211971PIT,15.764705882352944,291.4705882352941,158.17647058823533,133.29411764705878,3.4117647058823533
11281971PIT,15.647058823529413,288.4117647058824,154.88235294117646,133.52941176470586,3.4705882352941178
1251971OTI,15.352941176470587,284.29411764705884,152.52941176470586,131.76470588235293,3.294117647058824
12121971CIN,14.941176470588234,281.41176470588243,150.35294117647058,131.05882352941177,3.117647058823529
12191971PIT,15.470588235294118,275.88235294117646,143.7058823529412,132.1764705882353,3.294117647058824
9171972PIT,15.705882352941178,274.29411764705884,141.52941176470586,132.76470588235293,3.1764705882352944
9241972CIN,15.705882352941178,275.0,143.7058823529412,131.29411764705878,3.0
1011972CRD,16.294117647058822,276.2352941176471,151.17647058823533,125.05882352941177,3.0
1081972DAL,16.235294117647058,271.52941176470586,151.94117647058823,119.58823529411764,2.7058823529411766
10151972PIT,16.411764705882348,271.9411764705883,142.41176470588238,129.52941176470586,2.5294117647058822
10221972PIT,16.588235294117652,280.41176470588243,143.94117647058823,136.47058823529414,2.5294117647058822
10291972BUF,17.0,285.5294117647058,142.82352941176467,142.7058823529412,2.5294117647058822
1151972PIT,17.11764705882353,291.0,138.94117647058823,152.05882352941177,2.294117647058824
11121972PIT,16.470588235294116,285.0588235294117,128.70588235294122,156.35294117647058,2.294117647058824
11191972CLE,16.529411764705884,292.88235294117646,125.64705882352942,167.2352941176471,2.294117647058824
11261972PIT,16.0,286.9411764705883,121.11764705882355,165.82352941176467,2.411764705882353
1231972PIT,16.11764705882353,289.8235294117647,117.23529411764706,172.58823529411762,2.235294117647059
12101972OTI,16.176470588235293,290.88235294117646,117.41176470588236,173.47058823529412,2.294117647058824
12171972SDG,16.352941176470587,292.11764705882354,121.17647058823529,170.94117647058823,2.176470588235294
12231972PIT,16.529411764705884,299.1764705882353,126.17647058823529,173.0,2.0588235294117645
12311972PIT,16.352941176470587,297.88235294117646,124.76470588235294,173.11764705882354,2.0
9161973PIT,16.647058823529413,301.64705882352933,125.35294117647058,176.29411764705884,1.8235294117647056
9231973PIT,16.470588235294116,308.8235294117647,129.29411764705878,179.52941176470588,1.6470588235294117
9301973OTI,16.470588235294116,311.76470588235287,129.23529411764707,182.52941176470588,1.6470588235294117
1071973PIT,16.176470588235293,307.29411764705884,124.70588235294115,182.58823529411762,1.8235294117647056
10141973CIN,15.705882352941178,299.4117647058824,120.29411764705885,179.11764705882354,1.8823529411764703
10211973PIT,15.764705882352944,303.23529411764713,126.17647058823529,177.05882352941174,2.0
10281973PIT,15.235294117647056,292.4117647058824,124.58823529411764,167.82352941176467,2.176470588235294
1151973PIT,15.235294117647056,289.23529411764713,125.11764705882355,164.11764705882354,2.3529411764705883
11111973RAI,14.529411764705882,276.2352941176471,119.05882352941177,157.17647058823533,2.411764705882353
11181973PIT,14.352941176470587,275.1764705882353,127.11764705882355,148.05882352941177,2.294117647058824
11251973CLE,14.411764705882351,279.0588235294117,133.41176470588235,145.64705882352942,2.294117647058824
1231973MIA,14.823529411764708,277.6470588235294,133.64705882352942,144.0,2.4705882352941178
1291973PIT,14.823529411764708,276.6470588235294,132.41176470588235,144.2352941176471,2.647058823529412
12151973SFO,15.176470588235292,283.4117647058824,136.70588235294122,146.7058823529412,2.588235294117647
12221973RAI,15.176470588235292,282.0588235294117,138.29411764705878,143.7647058823529,2.7058823529411766
9151974PIT,15.470588235294118,290.29411764705884,146.82352941176467,143.47058823529414,2.764705882352941
9221974DEN,16.647058823529413,304.0588235294117,158.7058823529412,145.35294117647058,2.8823529411764706
9291974PIT,15.882352941176471,292.76470588235287,154.7058823529412,138.05882352941177,3.0
1061974OTI,16.11764705882353,293.76470588235287,156.41176470588238,137.35294117647058,3.117647058823529
10131974KAN,16.411764705882348,297.64705882352933,160.64705882352942,137.0,3.1764705882352944
10201974PIT,16.411764705882348,294.4117647058824,156.7647058823529,137.64705882352942,2.9411764705882355
