game_id,avg_total_yds,avg_TO
9111966DET,,
9181966PIT,,
9251966DET,,
1021966GNB,,
1091966DET,,
10161966CLT,,
10231966SFO,,
10301966DET,,
1161966CHI,,
11131966MIN,,
11201966DET,,
11241966DET,,
1241966RAM,,
12111966DET,,
9171967GNB,,
9241967DET,,
1011967CRD,285.70588235294116,3.117647058823529
1081967DET,280.6470588235294,3.2352941176470584
10151967CHI,281.2352941176471,3.1764705882352944
10221967DET,275.70588235294116,3.0588235294117645
10291967SFO,278.1764705882353,2.8823529411764706
1151967DET,271.7647058823529,2.764705882352941
11121967MIN,276.0588235294117,2.8823529411764706
11191967CLT,272.9411764705883,2.9411764705882355
11231967DET,260.6470588235294,2.8823529411764706
1231967DET,260.58823529411757,3.0
12101967NYG,262.8235294117647,2.8235294117647056
12171967DET,254.17647058823533,2.8235294117647056
9151968DAL,257.7647058823529,2.9411764705882355
9221968DET,267.3529411764706,2.8235294117647056
9291968GNB,270.9411764705883,2.764705882352941
1061968MIN,271.7647058823529,2.764705882352941
10131968CHI,268.4705882352941,2.8235294117647056
10201968DET,266.8235294117647,2.8823529411764706
10271968DET,272.52941176470586,2.8235294117647056
1131968RAM,275.3529411764706,2.8235294117647056
11101968DET,278.7647058823529,2.764705882352941
11171968DET,263.4705882352941,2.7058823529411766
11241968DET,269.3529411764706,2.588235294117647
11281968DET,257.70588235294116,2.4705882352941178
1281968ATL,262.4705882352941,2.3529411764705883
12151968WAS,277.7647058823529,2.3529411764705883
9211969PIT,276.70588235294116,2.411764705882353
9281969DET,272.88235294117646,2.411764705882353
1051969CLE,282.70588235294116,2.411764705882353
10121969DET,280.9411764705883,2.411764705882353
10191969DET,268.2352941176471,2.3529411764705883
10261969MIN,257.88235294117646,2.5294117647058822
1121969SFO,250.70588235294116,2.588235294117647
1191969DET,241.05882352941174,2.588235294117647
11161969DET,241.94117647058826,2.3529411764705883
11231969GNB,245.82352941176467,2.176470588235294
11271969DET,242.29411764705884,2.176470588235294
1271969CLT,238.5882352941176,2.176470588235294
12141969DET,250.4117647058824,2.176470588235294
12211969CHI,249.0,2.2941176470588243
9201970GNB,262.52941176470586,2.117647058823529
9271970DET,259.1764705882353,2.0588235294117645
1051970DET,258.11764705882354,1.8823529411764703
10111970WAS,259.0,1.7058823529411764
10181970CLE,263.3529411764706,1.7647058823529411
10251970CHI,256.6470588235294,1.5882352941176472
1111970DET,258.2352941176471,1.5294117647058822
1181970NOR,259.7647058823529,1.8235294117647056
11151970MIN,260.8235294117647,1.7058823529411764
11221970DET,271.0,1.5882352941176472
11261970DET,280.29411764705884,1.7058823529411764
1261970DET,279.2352941176471,1.8235294117647056
12141970RAM,282.64705882352933,1.8235294117647056
12201970DET,283.0,1.8823529411764703
12261970DAL,277.7647058823529,2.0588235294117645
9201971DET,271.2352941176471,2.117647058823529
9261971NWE,278.1764705882353,1.8823529411764703
1031971DET,273.4705882352941,1.9411764705882355
10101971DET,284.0588235294117,2.176470588235294
10171971OTI,286.11764705882354,2.2941176470588243
10241971DET,286.70588235294116,2.3529411764705883
1111971GNB,285.29411764705884,2.4705882352941178
1171971DEN,298.88235294117646,2.5294117647058822
11141971DET,302.5882352941176,2.411764705882353
11211971CHI,301.29411764705884,2.235294117647059
11251971DET,312.8235294117647,2.235294117647059
1251971DET,315.88235294117646,2.3529411764705883
12111971MIN,306.29411764705884,2.4705882352941178
12191971SFO,308.11764705882354,2.411764705882353
9171972DET,311.0,2.3529411764705883
9241972DET,314.0,2.411764705882353
1011972CHI,323.1764705882353,2.235294117647059
1081972ATL,328.64705882352933,2.3529411764705883
10161972DET,320.4705882352941,2.4705882352941178
10221972DET,320.8235294117647,2.4705882352941178
10301972DAL,310.11764705882354,2.235294117647059
1151972DET,306.64705882352933,2.2941176470588243
11121972MIN,304.70588235294116,2.235294117647059
11191972DET,307.0,2.0
11231972DET,305.0588235294117,1.8823529411764703
1231972GNB,297.5294117647058,2.176470588235294
12101972BUF,297.76470588235287,2.0
12171972RAM,297.11764705882354,1.9411764705882355
9161973PIT,294.2352941176472,2.0
9231973GNB,291.64705882352933,1.8823529411764703
1011973DET,290.88235294117646,1.8823529411764703
1071973DET,282.2352941176472,2.117647058823529
10141973NOR,290.8235294117647,1.9411764705882355
10211973DET,295.8235294117647,2.117647058823529
10281973DET,296.70588235294116,2.0
1141973DET,306.2352941176472,2.117647058823529
11111973MIN,301.64705882352933,2.117647058823529
11181973CHI,298.4117647058824,2.235294117647059
11221973DET,291.4705882352941,2.176470588235294
1221973CRD,295.88235294117646,2.117647058823529
1291973DET,294.4705882352941,2.176470588235294
12151973MIA,286.1764705882353,2.3529411764705883
9151974CHI,284.2352941176472,2.176470588235294
9221974DET,278.4705882352941,2.176470588235294
