game_id,avg_total_yds,avg_TO
9121976OTI,,
9191976TAM,,
9261976TAM,,
1031976CLT,,
10101976CIN,,
10171976TAM,,
10241976TAM,,
10311976TAM,,
1171976DEN,,
11141976NYJ,,
11211976TAM,,
11281976RAI,,
1251976PIT,,
12121976TAM,,
9181977PHI,,
9241977TAM,,
1021977DAL,201.4705882352941,2.5294117647058822
1091977TAM,203.0,2.7058823529411766
10161977SEA,218.2352941176471,2.8235294117647056
10231977TAM,209.4117647058824,2.8823529411764706
10301977SFO,218.88235294117646,3.0
1161977RAM,216.05882352941174,3.0588235294117645
11131977TAM,216.17647058823533,3.294117647058824
11201977DET,205.17647058823533,3.5294117647058822
11271977TAM,198.2352941176471,3.7647058823529416
1241977TAM,192.4117647058824,3.647058823529412
12111977NOR,190.11764705882354,3.3529411764705883
12181977TAM,193.17647058823533,3.294117647058824
921978TAM,195.11764705882354,3.3529411764705883
991978TAM,195.35294117647058,3.4705882352941178
9171978MIN,188.70588235294116,3.3529411764705883
9241978TAM,192.11764705882354,3.3529411764705883
1011978TAM,205.7647058823529,3.3529411764705883
1081978KAN,216.5882352941176,3.294117647058824
10151978NYG,224.05882352941174,3.2352941176470584
10221978TAM,220.2352941176471,2.9411764705882355
10291978GNB,219.17647058823533,2.9411764705882355
1151978RAM,224.52941176470588,3.0588235294117645
11121978DET,227.4705882352941,2.8235294117647056
11191978TAM,228.94117647058826,2.647058823529412
11261978CHI,225.70588235294116,2.411764705882353
1231978TAM,240.0,2.2941176470588243
12101978SFO,243.5882352941176,2.3529411764705883
12171978TAM,240.0,2.2941176470588243
911979TAM,243.2352941176471,2.2941176470588243
991979CLT,245.7647058823529,2.3529411764705883
9161979GNB,260.9411764705883,2.0588235294117645
9231979TAM,266.4705882352941,2.176470588235294
9301979CHI,278.0588235294117,2.2941176470588243
1071979NYG,272.3529411764706,2.2941176470588243
10141979TAM,273.9411764705883,2.4705882352941178
10211979TAM,276.88235294117646,2.2941176470588243
10281979MIN,279.29411764705884,2.2941176470588243
1141979ATL,285.0588235294117,2.2941176470588243
11111979DET,281.8235294117647,2.0588235294117645
11181979TAM,291.29411764705884,2.0588235294117645
11251979TAM,297.9411764705883,2.0
1221979TAM,306.5294117647058,2.235294117647059
1291979SFO,303.11764705882354,2.411764705882353
12161979TAM,307.4117647058824,2.411764705882353
12291979TAM,315.70588235294116,2.4705882352941178
161980TAM,306.4705882352941,2.4705882352941178
971980CIN,303.64705882352933,2.2941176470588243
9111980TAM,292.8235294117647,2.2941176470588243
9211980DAL,304.1764705882353,2.235294117647059
9281980TAM,306.76470588235287,2.176470588235294
1061980CHI,299.35294117647067,2.176470588235294
10121980TAM,292.76470588235287,1.9411764705882355
10191980OTI,285.70588235294116,2.117647058823529
10261980SFO,280.0,2.117647058823529
1121980TAM,286.5294117647058,2.0588235294117645
1191980TAM,291.4117647058824,2.176470588235294
11161980MIN,303.76470588235287,2.3529411764705883
11231980TAM,290.5294117647058,2.5294117647058822
11301980GNB,298.4705882352941,2.2941176470588243
1271980TAM,303.4705882352941,2.0588235294117645
12141980DET,300.1764705882353,2.0588235294117645
12201980TAM,308.0,2.2941176470588243
951981TAM,310.4705882352941,2.235294117647059
9131981KAN,313.5294117647058,2.117647058823529
9201981CHI,329.2352941176472,2.235294117647059
9271981TAM,322.11764705882354,2.176470588235294
1041981TAM,310.0,2.117647058823529
10111981GNB,323.1764705882353,2.0588235294117645
10181981RAI,328.70588235294116,2.235294117647059
10251981PHI,337.76470588235287,2.235294117647059
1111981TAM,345.3529411764707,2.235294117647059
1181981MIN,334.4117647058824,2.235294117647059
11151981TAM,325.0,2.176470588235294
11221981TAM,311.76470588235287,2.176470588235294
11291981NOR,320.29411764705884,2.0588235294117645
1261981TAM,323.0588235294117,2.0588235294117645
12131981TAM,326.35294117647067,2.117647058823529
12201981DET,330.0588235294117,1.9411764705882355
121982DAL,316.5882352941176,1.8823529411764703
9121982MIN,324.5882352941176,2.117647058823529
9191982TAM,323.4117647058824,2.3529411764705883
11211982DAL,319.4117647058824,2.235294117647059
11291982TAM,313.1764705882353,2.176470588235294
1251982NOR,316.70588235294116,2.117647058823529
12121982NYJ,309.64705882352933,2.2941176470588243
12191982TAM,308.8235294117647,2.3529411764705883
12261982TAM,310.5882352941176,2.235294117647059
121983TAM,312.4705882352941,2.3529411764705883
191983DAL,313.9411764705883,2.411764705882353
941983TAM,315.2352941176472,2.4705882352941178
9111983CHI,315.1764705882353,2.411764705882353
9181983TAM,312.88235294117646,2.411764705882353
9251983TAM,308.35294117647067,2.588235294117647
1021983GNB,301.8235294117647,2.588235294117647
1091983DAL,305.29411764705884,2.7058823529411766
10161983TAM,308.11764705882354,2.647058823529412
10231983TAM,295.5294117647058,2.588235294117647
10301983PIT,293.0588235294117,2.3529411764705883
1161983MIN,286.76470588235287,2.411764705882353
11131983CLE,287.76470588235287,2.4705882352941178
11201983TAM,279.58823529411757,2.647058823529412
11271983TAM,285.11764705882354,2.411764705882353
1241983SFO,286.11764705882354,2.3529411764705883
12121983TAM,278.0,2.411764705882353
12181983DET,276.1764705882353,2.3529411764705883
921984CHI,278.29411764705884,2.647058823529412
991984NOR,280.2352941176471,2.4705882352941178
9161984TAM,278.9411764705883,2.4705882352941178
9231984NYG,280.11764705882354,2.4705882352941178
9301984TAM,283.8235294117647,2.5294117647058822
1071984TAM,285.0588235294117,2.3529411764705883
10141984DET,286.29411764705884,2.411764705882353
10211984TAM,287.5882352941176,2.3529411764705883
10281984KAN,299.88235294117646,2.3529411764705883
1141984MIN,305.76470588235287,2.4705882352941178
11111984TAM,309.5294117647058,2.5294117647058822
11181984SFO,319.2352941176472,2.647058823529412
11251984TAM,335.35294117647067,2.588235294117647
1221984GNB,331.2352941176472,2.8823529411764706
1291984TAM,329.8235294117647,2.7058823529411766
12161984TAM,336.11764705882354,2.647058823529412
981985CHI,331.0588235294117,2.647058823529412
9151985TAM,336.64705882352933,2.4705882352941178
9221985NOR,340.76470588235287,2.647058823529412
9291985DET,337.9411764705883,2.764705882352941
1061985TAM,340.70588235294116,2.8235294117647056
10131985TAM,329.1764705882353,2.8235294117647056
10201985MIA,338.70588235294116,2.8823529411764706
10271985TAM,330.0588235294117,2.8235294117647056
1131985NYG,331.4705882352941,2.764705882352941
11101985TAM,328.88235294117646,2.7058823529411766
11171985NYJ,321.5882352941176,2.8823529411764706
11241985TAM,318.5882352941176,2.7058823529411766
1211985GNB,299.0588235294117,2.588235294117647
1281985MIN,294.4117647058824,2.8235294117647056
12151985TAM,301.0,2.7058823529411766
12221985TAM,300.70588235294116,2.9411764705882355
971986TAM,297.1764705882353,3.2352941176470584
9141986TAM,293.1764705882353,3.294117647058824
9211986DET,287.5294117647058,3.0588235294117645
9281986TAM,286.8235294117647,2.9411764705882355
1051986RAM,284.29411764705884,2.764705882352941
10121986TAM,282.76470588235287,2.588235294117647
10191986NOR,283.35294117647067,2.588235294117647
10261986KAN,268.0588235294117,2.647058823529412
1121986TAM,273.7647058823529,2.5294117647058822
1191986TAM,271.1764705882353,2.588235294117647
11161986GNB,268.6470588235294,2.647058823529412
11231986TAM,278.52941176470586,2.588235294117647
11301986MIN,277.29411764705884,2.764705882352941
1271986CHI,289.4117647058824,3.0
12141986TAM,284.4117647058824,2.764705882352941
12211986CRD,275.9411764705883,2.7058823529411766
9131987TAM,283.5882352941176,2.588235294117647
9201987CHI,282.1764705882353,2.411764705882353
10251987TAM,284.88235294117646,2.235294117647059
1111987GNB,286.4117647058824,2.235294117647059
1181987CRD,289.64705882352933,2.235294117647059
11151987MIN,291.11764705882354,2.411764705882353
11221987TAM,285.76470588235287,2.5294117647058822
11291987RAM,284.64705882352933,2.411764705882353
1261987NOR,298.35294117647067,2.5294117647058822
12131987TAM,295.8235294117647,2.588235294117647
12201987TAM,301.5882352941176,2.7058823529411766
12271987CLT,299.76470588235287,2.588235294117647
941988TAM,298.70588235294116,2.647058823529412
9111988GNB,298.64705882352933,2.588235294117647
9181988TAM,300.2352941176472,2.4705882352941178
9251988NOR,303.4117647058824,2.411764705882353
1021988TAM,310.76470588235287,2.5294117647058822
1091988MIN,303.1764705882353,2.588235294117647
10161988CLT,316.1764705882353,2.4705882352941178
10231988TAM,313.70588235294116,2.8823529411764706
10301988TAM,318.5882352941176,3.117647058823529
1161988CHI,317.4117647058824,3.1764705882352944
11131988DET,320.0588235294117,3.1764705882352944
11201988TAM,323.88235294117646,3.2352941176470584
11271988ATL,330.4705882352941,3.294117647058824
1241988TAM,318.9411764705883,3.0588235294117645
12111988NWE,318.88235294117646,3.117647058823529
12181988TAM,311.35294117647067,3.117647058823529
9101989GNB,318.11764705882354,3.0588235294117645
