game_id,avg_total_yds,avg_TO
9101966SDG,,
9181966DEN,,
9251966NWE,,
1021966NWE,,
1081966BUF,,
10231966NWE,,
10301966NWE,,
1161966NWE,,
11131966NWE,,
11201966KAN,,
11271966MIA,,
1241966NWE,,
12111966OTI,,
12171966NYJ,,
931967DEN,,
991967SDG,,
9171967RAI,318.5882352941176,2.9411764705882355
9241967BUF,319.35294117647067,2.7058823529411766
1081967SDG,326.76470588235287,2.588235294117647
10151967NWE,335.11764705882354,2.588235294117647
10221967NWE,326.8235294117647,2.764705882352941
10291967NYJ,320.0,2.8235294117647056
1151967NWE,315.9411764705883,2.647058823529412
11121967NWE,314.70588235294116,2.7058823529411766
11191967NWE,324.4705882352941,2.588235294117647
11261967OTI,315.1764705882353,2.8823529411764706
1291967NWE,302.76470588235287,3.1764705882352944
12171967MIA,307.4117647058824,3.4117647058823533
981968BUF,305.5882352941176,3.5294117647058822
9221968NWE,296.5882352941176,3.882352941176471
9291968DEN,281.9411764705883,3.7647058823529416
1061968RAI,272.7647058823529,3.4705882352941178
10131968NWE,260.52941176470586,3.5294117647058822
10201968NWE,263.0588235294117,3.3529411764705883
10271968NYJ,260.7647058823529,3.8235294117647056
1131968NWE,248.29411764705884,4.0
11101968NWE,235.2352941176471,4.0
11171968KAN,245.7647058823529,4.0
11241968NWE,255.5882352941176,4.0588235294117645
1211968NWE,251.2352941176471,4.117647058823529
1281968MIA,242.94117647058826,4.0588235294117645
12151968OTI,234.11764705882354,4.176470588235294
9141969DEN,239.5882352941176,4.117647058823529
9211969NWE,235.5882352941176,3.7647058823529416
9281969NWE,217.94117647058826,3.5882352941176467
1051969NWE,218.4117647058824,3.5882352941176467
10111969BUF,211.88235294117646,3.3529411764705883
10191969NWE,212.17647058823533,3.4117647058823533
10261969NYJ,216.0,3.4117647058823533
1121969NWE,227.82352941176467,3.1764705882352944
1191969NWE,222.64705882352942,3.1764705882352944
11161969CIN,226.88235294117646,2.7058823529411766
11231969NWE,238.52941176470588,2.5294117647058822
11301969MIA,237.82352941176467,2.411764705882353
1271969SDG,239.64705882352942,2.411764705882353
12141969OTI,234.88235294117646,2.2941176470588243
9201970NWE,236.64705882352942,2.235294117647059
9271970NWE,238.52941176470588,2.176470588235294
1041970NWE,245.2352941176471,1.9411764705882355
10111970KAN,232.2352941176471,2.117647058823529
10181970NWE,236.52941176470588,2.235294117647059
10251970CLT,236.52941176470588,2.2941176470588243
1111970NWE,239.35294117647058,2.411764705882353
1181970CRD,236.2352941176471,2.5294117647058822
11151970NWE,234.0,2.5294117647058822
11221970NYJ,226.29411764705884,2.4705882352941178
11291970BUF,217.5882352941176,2.647058823529412
1261970MIA,219.4705882352941,2.5294117647058822
12131970NWE,212.64705882352942,2.764705882352941
12201970CIN,199.4705882352941,2.8235294117647056
9191971NWE,202.11764705882354,2.8823529411764706
9261971NWE,199.35294117647058,2.8235294117647056
1031971NWE,193.17647058823533,2.8235294117647056
10101971NWE,195.29411764705884,2.8823529411764706
10171971MIA,189.88235294117646,2.8823529411764706
10241971DAL,191.0,3.0
10311971SFO,199.29411764705884,2.764705882352941
1171971NWE,205.05882352941174,2.588235294117647
11141971NWE,212.64705882352942,2.5294117647058822
11211971CLE,215.05882352941174,2.4705882352941178
11281971BUF,220.88235294117646,2.411764705882353
1251971NWE,228.4705882352941,2.2941176470588243
12121971NYJ,238.4705882352941,2.3529411764705883
12191971CLT,242.94117647058826,2.235294117647059
9171972NWE,236.70588235294116,2.411764705882353
9241972NWE,242.88235294117646,2.176470588235294
1011972NWE,256.4705882352941,2.176470588235294
1081972BUF,261.9411764705883,2.235294117647059
10151972NWE,265.7647058823529,2.176470588235294
10221972PIT,273.11764705882354,2.3529411764705883
10291972NYJ,264.70588235294116,2.411764705882353
1161972NWE,274.3529411764706,2.411764705882353
11121972MIA,269.0588235294117,2.411764705882353
11191972NWE,272.11764705882354,2.4705882352941178
11261972CLT,269.3529411764706,2.8235294117647056
1231972NWE,264.52941176470586,2.764705882352941
12101972NOR,264.3529411764706,2.647058823529412
12171972DEN,262.3529411764706,2.4705882352941178
9161973NWE,261.70588235294116,2.7058823529411766
9231973NWE,258.88235294117646,2.7058823529411766
9301973MIA,265.52941176470586,2.764705882352941
1071973NWE,268.70588235294116,2.764705882352941
10141973NWE,261.9411764705883,2.8823529411764706
10211973CHI,253.17647058823533,2.8235294117647056
10281973NWE,246.2352941176471,2.588235294117647
1141973PHI,245.0,2.7058823529411766
11111973NYJ,237.52941176470588,2.9411764705882355
11181973NWE,252.94117647058826,2.8823529411764706
11251973OTI,255.05882352941174,2.764705882352941
1221973NWE,266.2352941176471,2.8823529411764706
1291973BUF,271.6470588235294,2.8823529411764706
12161973CLT,271.11764705882354,2.7058823529411766
9151974NWE,280.29411764705884,2.647058823529412
9221974NYG,282.0,2.5294117647058822
9291974NWE,281.3529411764706,2.647058823529412
1061974NWE,286.4705882352941,2.588235294117647
10131974NYJ,293.4705882352941,2.588235294117647
10201974BUF,291.35294117647067,2.5294117647058822
10271974MIN,303.29411764705884,2.588235294117647
1131974NWE,314.0588235294117,2.647058823529412
11101974NWE,317.35294117647067,2.9411764705882355
11171974NWE,320.11764705882354,3.1764705882352944
11241974CLT,320.8235294117647,3.0
1211974RAI,333.88235294117646,2.764705882352941
1281974NWE,317.88235294117646,2.8235294117647056
12151974MIA,318.8235294117647,2.9411764705882355
9211975NWE,314.11764705882354,2.8235294117647056
9281975NWE,302.1764705882353,2.8235294117647056
1051975NYJ,309.4117647058824,2.9411764705882355
10121975CIN,302.1764705882353,3.0588235294117645
10191975NWE,300.0588235294117,3.1764705882352944
10261975NWE,303.4117647058824,3.117647058823529
1121975CRD,296.9411764705883,3.117647058823529
1191975SDG,298.29411764705884,3.1764705882352944
11161975NWE,298.5294117647058,3.294117647058824
11231975BUF,304.64705882352933,3.3529411764705883
1211975MIA,298.11764705882354,3.2352941176470584
1271975NWE,306.1764705882353,3.1764705882352944
12141975NWE,305.4705882352941,3.294117647058824
12211975CLT,304.1764705882353,3.5294117647058822
9121976NWE,301.0,3.5882352941176467
9191976NWE,315.4705882352941,3.5294117647058822
9261976PIT,319.35294117647067,3.5882352941176467
1031976NWE,330.4705882352941,3.4705882352941178
10101976DET,331.1764705882353,3.5294117647058822
10181976NWE,340.29411764705884,3.294117647058824
10241976BUF,341.88235294117646,3.3529411764705883
10311976MIA,338.5882352941176,3.294117647058824
1171976NWE,338.11764705882354,3.5294117647058822
11141976CLT,341.1764705882353,3.4705882352941178
