schedule_date,schedule_season,home_id,away_id,score_home,home_avg_yards,home_avg_TO,score_away,away_avg_yards,away_avg_TO,total_score,over_under_line,label
9/2/1979,1979,MIN,SFO,28,293.88235294117646,2.8823529411764706,22,258.7647058823529,3.8235294117647056,50,32.0,over
9/2/1979,1979,NOR,ATL,34,324.0,1.9411764705882355,40,287.29411764705884,2.764705882352941,74,32.0,over
9/2/1979,1979,NYJ,CLE,22,308.64705882352933,2.2941176470588243,25,339.4117647058824,3.1764705882352944,47,41.0,over
9/2/1979,1979,PHI,NYG,23,292.76470588235287,2.3529411764705883,17,278.4705882352941,2.411764705882353,40,31.5,over
9/2/1979,1979,SEA,SDG,16,343.8235294117647,2.764705882352941,33,342.76470588235287,3.0588235294117645,49,42.5,over
9/2/1979,1979,CRD,DAL,21,321.5882352941176,2.176470588235294,22,355.5882352941177,2.117647058823529,43,37.0,over
9/2/1979,1979,WAS,OTI,27,287.8235294117647,2.3529411764705883,29,311.9411764705883,2.647058823529412,56,33.0,over
9/3/1979,1979,NWE,PIT,13,361.5294117647058,2.8235294117647056,16,313.1764705882353,2.647058823529412,29,37.0,under
9/6/1979,1979,DEN,RAM,9,308.35294117647067,1.8235294117647056,13,328.8235294117647,2.8823529411764706,22,31.5,under
9/9/1979,1979,CLT,TAM,26,261.1764705882353,2.9411764705882355,29,245.7647058823529,2.3529411764705883,55,33.0,over
9/9/1979,1979,BUF,CIN,51,290.70588235294116,2.117647058823529,24,307.88235294117646,2.8823529411764706,75,34.0,over
9/9/1979,1979,CHI,MIN,26,285.0,2.3529411764705883,7,291.11764705882354,2.764705882352941,33,31.5,over
9/9/1979,1979,DET,WAS,24,291.0588235294117,2.411764705882353,27,287.64705882352933,2.3529411764705883,51,35.5,over
9/9/1979,1979,GNB,NOR,28,256.0588235294117,2.647058823529412,19,333.0,2.0,47,35.0,over
9/9/1979,1979,KAN,CLE,24,287.70588235294116,2.0,27,339.9411764705883,3.117647058823529,51,36.0,over
9/9/1979,1979,MIA,SEA,19,287.2352941176472,2.0,10,337.88235294117646,2.8823529411764706,29,40.5,under
9/9/1979,1979,NWE,NYJ,56,370.7058823529412,2.764705882352941,3,294.1764705882353,2.588235294117647,59,42.0,over
9/9/1979,1979,NYG,CRD,14,272.0,2.5294117647058822,27,328.1764705882353,2.2941176470588243,41,36.0,over
9/9/1979,1979,PIT,OTI,38,308.29411764705884,2.588235294117647,7,305.5882352941176,2.8823529411764706,45,37.0,over
9/9/1979,1979,SDG,RAI,30,347.11764705882354,3.117647058823529,10,301.0588235294117,2.588235294117647,40,42.0,under
9/9/1979,1979,SFO,DAL,13,258.70588235294116,3.5882352941176467,21,353.11764705882354,2.0588235294117645,34,39.0,under
9/10/1979,1979,PHI,ATL,10,288.5294117647058,2.3529411764705883,14,288.0588235294117,2.647058823529412,24,35.5,under
9/16/1979,1979,ATL,DEN,17,297.76470588235287,2.4705882352941178,20,311.5882352941176,1.9411764705882355,37,32.0,over
9/16/1979,1979,CIN,NWE,14,303.2352941176472,2.8823529411764706,20,365.0,2.5294117647058822,34,41.0,under
9/16/1979,1979,CLE,CLT,13,337.9411764705883,3.1764705882352944,10,263.29411764705884,2.5294117647058822,23,42.0,under
9/16/1979,1979,DAL,CHI,24,359.6470588235293,2.117647058823529,20,291.2352941176472,2.411764705882353,44,37.0,over
9/16/1979,1979,GNB,TAM,10,250.05882352941174,2.7058823529411766,21,260.9411764705883,2.0588235294117645,31,36.0,under
9/16/1979,1979,OTI,KAN,20,303.5882352941176,2.7058823529411766,6,286.8235294117647,2.176470588235294,26,37.0,under
9/16/1979,1979,RAM,SFO,27,328.76470588235287,2.764705882352941,24,254.70588235294116,3.4117647058823533,51,39.0,over
9/16/1979,1979,MIN,MIA,12,292.5294117647058,2.7058823529411766,27,284.0588235294117,2.117647058823529,39,37.0,over
