schedule_date,schedule_season,home_id,away_id,score_home,score_away,total_score,over_under_line,label
11/5/1989,1989,TAM,CLE,31,42,73,41,over
11/5/1989,1989,WAS,DAL,3,13,16,45.5,under
11/6/1989,1989,SFO,NOR,31,13,44,43.5,over
11/12/1989,1989,BUF,CLT,30,7,37,40,under
11/12/1989,1989,DET,GNB,31,22,53,43.5,over
11/12/1989,1989,KAN,DEN,13,16,29,39.5,under
11/12/1989,1989,RAM,NYG,31,10,41,40.5,over
11/12/1989,1989,NWE,NOR,24,28,52,40,over
11/12/1989,1989,NYJ,MIA,23,31,54,44,over
11/12/1989,1989,PHI,WAS,3,10,13,43.5,under
11/12/1989,1989,CRD,DAL,24,20,44,40,over
11/12/1989,1989,PIT,CHI,0,20,20,39,under
11/12/1989,1989,SDG,RAI,14,12,26,38,under
11/12/1989,1989,SFO,ATL,45,3,48,43,over
11/12/1989,1989,SEA,CLE,7,17,24,39.5,under
11/12/1989,1989,TAM,MIN,10,24,34,43,under
11/13/1989,1989,OTI,CIN,26,24,50,44,over
11/19/1989,1989,ATL,NOR,17,26,43,42,over
11/19/1989,1989,CHI,TAM,31,32,63,40.5,over
11/19/1989,1989,CIN,DET,42,7,49,43.5,over
11/19/1989,1989,CLE,KAN,10,10,20,38,under
11/19/1989,1989,DAL,MIA,14,17,31,44,under
11/19/1989,1989,OTI,RAI,23,7,30,44,under
11/19/1989,1989,CLT,NYJ,27,10,37,41,under
11/19/1989,1989,RAM,CRD,37,14,51,43,over
11/19/1989,1989,NWE,BUF,33,24,57,42.5,over
11/19/1989,1989,NYG,SEA,15,3,18,37.5,under
11/19/1989,1989,PHI,MIN,10,9,19,39,under
11/19/1989,1989,PIT,SDG,20,17,37,37,under
11/19/1989,1989,SFO,GNB,17,21,38,46,under
11/20/1989,1989,WAS,DEN,10,14,24,42,under
11/23/1989,1989,DAL,PHI,0,27,27,39,under
11/23/1989,1989,DET,CLE,13,10,23,41,under
11/26/1989,1989,BUF,CIN,24,7,31,41,under
11/26/1989,1989,DEN,SEA,41,14,55,37,over
11/26/1989,1989,GNB,MIN,20,19,39,38,over
11/26/1989,1989,CLT,SDG,10,6,16,37,under
11/26/1989,1989,KAN,OTI,34,0,34,39,under
11/26/1989,1989,RAI,NWE,24,21,45,42,over
11/26/1989,1989,MIA,PIT,14,34,48,41,over
11/26/1989,1989,NOR,RAM,17,20,37,43,under
11/26/1989,1989,NYJ,ATL,27,7,34,42.5,under
11/26/1989,1989,CRD,TAM,13,14,27,43.5,under
11/26/1989,1989,WAS,CHI,38,14,52,39.5,over
11/27/1989,1989,SFO,NYG,34,24,58,41,over
12/3/1989,1989,ATL,SFO,10,23,33,43,under
12/3/1989,1989,CLE,CIN,0,21,21,36,under
12/3/1989,1989,DAL,RAM,31,35,66,41.5,over
12/3/1989,1989,DET,NOR,21,14,35,40,under
12/3/1989,1989,KAN,MIA,26,21,47,36,over
12/3/1989,1989,RAI,DEN,16,13,29,40.5,under
12/3/1989,1989,MIN,CHI,27,16,43,39.5,over
12/3/1989,1989,NWE,CLT,22,16,38,37,over
12/3/1989,1989,NYG,PHI,17,24,41,36,over
12/3/1989,1989,CRD,WAS,10,29,39,41.5,under
12/3/1989,1989,PIT,OTI,16,23,39,37,over
12/3/1989,1989,SDG,NYJ,17,20,37,37,under
12/3/1989,1989,TAM,GNB,16,17,33,44.5,under
12/4/1989,1989,SEA,BUF,17,16,33,38.5,under
12/10/1989,1989,BUF,NOR,19,22,41,36,over
12/10/1989,1989,CHI,DET,17,27,44,36,over
12/10/1989,1989,CIN,SEA,17,24,41,37,over
12/10/1989,1989,DEN,NYG,7,14,21,35,under
12/10/1989,1989,GNB,KAN,3,21,24,36,under
12/10/1989,1989,OTI,TAM,20,17,37,44,under
12/10/1989,1989,CLT,CLE,23,17,40,37,over
12/10/1989,1989,RAI,CRD,16,14,30,40,under
12/10/1989,1989,MIA,NWE,31,10,41,43,under
12/10/1989,1989,MIN,ATL,43,17,60,40,over
12/10/1989,1989,NYJ,PIT,0,13,13,38,under
12/10/1989,1989,PHI,DAL,20,10,30,38,under
12/10/1989,1989,WAS,SDG,26,21,47,37,over
12/11/1989,1989,RAM,SFO,27,30,57,45,over
12/16/1989,1989,NYG,DAL,15,0,15,35,under
12/16/1989,1989,CRD,DEN,0,37,37,38.5,under
12/17/1989,1989,ATL,WAS,30,31,61,42.5,over
12/17/1989,1989,CHI,GNB,28,40,68,35,over
12/17/1989,1989,CIN,OTI,61,7,68,40,over
12/17/1989,1989,CLE,MIN,23,17,40,34,over
12/17/1989,1989,DET,TAM,33,7,40,40.5,under
12/17/1989,1989,CLT,MIA,42,13,55,40.5,over
12/17/1989,1989,KAN,SDG,13,20,33,35,under
12/17/1989,1989,RAM,NYJ,38,14,52,43,over
12/17/1989,1989,PIT,NWE,28,10,38,35,over
12/17/1989,1989,SFO,BUF,21,10,31,43,under
12/17/1989,1989,SEA,RAI,23,17,40,38,over
12/18/1989,1989,NOR,PHI,30,20,50,39,over
12/23/1989,1989,OTI,CLE,20,24,44,43,over
12/23/1989,1989,NYJ,BUF,0,37,37,35,over
12/23/1989,1989,SEA,WAS,0,29,29,43.5,under
12/24/1989,1989,ATL,DET,24,31,55,41.5,over
12/24/1989,1989,DAL,GNB,10,20,30,41,under
12/24/1989,1989,MIA,KAN,24,27,51,41,over
12/24/1989,1989,NWE,RAM,20,24,44,36,over
12/24/1989,1989,NOR,CLT,41,6,47,39.5,over
12/24/1989,1989,NYG,RAI,34,17,51,34.5,over
12/24/1989,1989,PHI,CRD,31,14,45,35,over
12/24/1989,1989,SDG,DEN,19,16,35,36.5,under
12/24/1989,1989,SFO,CHI,26,0,26,43.5,under
12/24/1989,1989,TAM,PIT,22,31,53,40,over
12/25/1989,1989,MIN,CIN,29,21,50,43,over
12/31/1989,1989,OTI,PIT,23,26,49,43,over
12/31/1989,1989,PHI,RAM,7,21,28,39,under
1/6/1990,1989,CLE,BUF,34,30,64,36,over
1/6/1990,1989,SFO,MIN,41,13,54,44,over
1/7/1990,1989,DEN,PIT,24,23,47,38,over
1/7/1990,1989,NYG,RAM,13,19,32,39,under
1/14/1990,1989,DEN,CLE,37,21,58,40,over
1/14/1990,1989,SFO,RAM,30,3,33,46,under
1/28/1990,1989,SFO,DEN,55,10,65,48,over
9/9/1990,1990,ATL,OTI,47,27,74,46,over
9/9/1990,1990,BUF,CLT,26,10,36,37,under
9/9/1990,1990,CHI,SEA,17,0,17,37,under
9/9/1990,1990,CIN,NYJ,25,20,45,42,over
9/9/1990,1990,CLE,PIT,13,3,16,37,under
9/9/1990,1990,DAL,SDG,17,14,31,37,under
9/9/1990,1990,DET,TAM,21,38,59,43,over
9/9/1990,1990,GNB,RAM,36,24,60,43,over
9/9/1990,1990,KAN,MIN,24,21,45,37,over
9/9/1990,1990,RAI,DEN,14,9,23,39,under
9/9/1990,1990,NWE,MIA,24,27,51,39,over
9/9/1990,1990,NYG,PHI,27,20,47,38,over
9/9/1990,1990,WAS,CRD,31,0,31,43,under
9/10/1990,1990,NOR,SFO,12,13,25,44,under
9/16/1990,1990,DAL,NYG,7,28,35,37,under
9/16/1990,1990,DET,ATL,21,14,35,50,under
9/16/1990,1990,GNB,CHI,13,31,44,38,over
9/16/1990,1990,CLT,NWE,14,16,30,36,under
9/16/1990,1990,MIA,BUF,30,7,37,42,under
9/16/1990,1990,MIN,NOR,32,3,35,40,under
9/16/1990,1990,NYJ,CLE,24,21,45,38,over
9/16/1990,1990,PHI,CRD,21,23,44,37,over
9/16/1990,1990,PIT,OTI,20,9,29,42,under
9/16/1990,1990,SDG,CIN,16,21,37,39,under
9/16/1990,1990,SFO,WAS,26,13,39,44,under
9/16/1990,1990,SEA,RAI,13,17,30,36,under
9/16/1990,1990,TAM,RAM,14,35,49,47,over
9/17/1990,1990,DEN,KAN,24,23,47,39,over
9/23/1990,1990,CHI,MIN,19,16,35,37,under
9/23/1990,1990,CIN,NWE,41,7,48,42,over
9/23/1990,1990,CLE,SDG,14,24,38,36,over
9/23/1990,1990,DEN,SEA,34,31,65,37,over
9/23/1990,1990,GNB,KAN,3,17,20,42,under
9/23/1990,1990,OTI,CLT,24,10,34,41,under
9/23/1990,1990,RAI,PIT,20,3,23,35,under
9/23/1990,1990,RAM,PHI,21,27,48,46,over
9/23/1990,1990,NOR,CRD,28,7,35,37,under
9/23/1990,1990,NYG,MIA,20,3,23,40,under
9/23/1990,1990,SFO,ATL,19,13,32,46,under
9/23/1990,1990,TAM,DET,23,20,43,47,under
9/23/1990,1990,WAS,DAL,19,15,34,42,under
9/24/1990,1990,NYJ,BUF,7,30,37,43,under
9/30/1990,1990,BUF,DEN,29,28,57,41,over
9/30/1990,1990,DET,GNB,21,24,45,46,under
9/30/1990,1990,KAN,CLE,34,0,34,36,under
9/30/1990,1990,RAI,CHI,24,10,34,34,under
9/30/1990,1990,MIN,TAM,20,23,43,40,over
9/30/1990,1990,NWE,NYJ,13,37,50,40,over
9/30/1990,1990,NYG,DAL,31,17,48,36,over
9/30/1990,1990,PHI,CLT,23,24,47,37,over
9/30/1990,1990,CRD,WAS,10,38,48,37,over
9/30/1990,1990,PIT,MIA,6,28,34,36,under
9/30/1990,1990,SDG,OTI,7,17,24,40,under
10/1/1990,1990,SEA,CIN,31,16,47,43,over
10/7/1990,1990,ATL,NOR,28,27,55,40,over
10/7/1990,1990,BUF,RAI,38,24,62,37,over
10/7/1990,1990,CHI,GNB,27,13,40,38,over
10/7/1990,1990,DAL,TAM,14,10,24,40,under
10/7/1990,1990,OTI,SFO,21,24,45,46,under
10/7/1990,1990,CLT,KAN,23,19,42,37,over
10/7/1990,1990,RAM,CIN,31,34,65,47,over
10/7/1990,1990,MIA,NYJ,20,16,36,45,under
10/7/1990,1990,MIN,DET,27,34,61,43,over
10/7/1990,1990,NWE,SEA,20,33,53,39,over
10/7/1990,1990,PIT,SDG,36,14,50,34,over
10/8/1990,1990,DEN,CLE,29,30,59,39,over
10/14/1990,1990,ATL,SFO,35,45,80,46,over
10/14/1990,1990,CHI,RAM,38,9,47,41,over
10/14/1990,1990,DEN,PIT,17,34,51,39,over
10/14/1990,1990,OTI,CIN,48,17,65,48,over
10/14/1990,1990,KAN,DET,43,24,67,41,over
10/14/1990,1990,RAI,SEA,24,17,41,39,over
10/14/1990,1990,NOR,CLE,25,20,45,38,over
10/14/1990,1990,NYJ,SDG,3,39,42,38,over
10/14/1990,1990,CRD,DAL,20,3,23,37,under
10/14/1990,1990,TAM,GNB,26,14,40,44,under
10/14/1990,1990,WAS,NYG,20,24,44,39,over
10/15/1990,1990,PHI,MIN,32,24,56,41,over
10/18/1990,1990,MIA,NWE,17,10,27,42,under
10/21/1990,1990,BUF,NYJ,30,27,57,42,over
10/21/1990,1990,OTI,NOR,23,10,33,43,under
10/21/1990,1990,CLT,DEN,17,27,44,44,under
10/21/1990,1990,RAM,ATL,44,24,68,50,over
10/21/1990,1990,NYG,CRD,20,19,39,38,over
10/21/1990,1990,SDG,RAI,9,24,33,37,under
10/21/1990,1990,SFO,PIT,27,7,34,42,under
10/21/1990,1990,SEA,KAN,19,7,26,42,under
10/21/1990,1990,TAM,DAL,13,17,30,38,under
10/21/1990,1990,WAS,PHI,13,7,20,44,under
10/22/1990,1990,CLE,CIN,13,34,47,43,over
10/28/1990,1990,ATL,CIN,38,17,55,53,over
10/28/1990,1990,DAL,PHI,20,21,41,37,over
10/28/1990,1990,GNB,MIN,24,10,34,42,under
10/28/1990,1990,OTI,NYJ,12,17,29,46,under
10/28/1990,1990,CLT,MIA,7,27,34,41,under
10/28/1990,1990,NWE,BUF,10,27,37,42,under
10/28/1990,1990,NOR,DET,10,27,37,43,under
10/28/1990,1990,NYG,WAS,21,10,31,38,under
10/28/1990,1990,CRD,CHI,21,31,52,37,over
10/28/1990,1990,SDG,TAM,41,10,51,36,over
10/28/1990,1990,SFO,CLE,20,17,37,42,under
10/29/1990,1990,PIT,RAM,41,10,51,44,over
11/4/1990,1990,CIN,NOR,7,21,28,44,under
11/4/1990,1990,CLE,BUF,0,42,42,39,over
11/4/1990,1990,DET,WAS,38,41,79,43,over
11/4/1990,1990,GNB,SFO,20,24,44,43,over
11/4/1990,1990,KAN,RAI,9,7,16,38,under
11/4/1990,1990,RAM,OTI,17,13,30,51,under
11/4/1990,1990,MIA,CRD,23,3,26,39,under
11/4/1990,1990,MIN,DEN,27,22,49,44,over
11/4/1990,1990,NYJ,DAL,24,9,33,38,under
11/4/1990,1990,PHI,NWE,48,20,68,38,over
11/4/1990,1990,PIT,ATL,21,9,30,44,under
11/4/1990,1990,SEA,SDG,14,31,45,39,over
11/4/1990,1990,TAM,CHI,6,26,32,39,under
11/5/1990,1990,CLT,NYG,7,24,31,37,under
11/11/1990,1990,BUF,CRD,45,14,59,38,over
11/11/1990,1990,CHI,ATL,30,24,54,41,over
11/11/1990,1990,DAL,SFO,6,24,30,40,under
11/11/1990,1990,DET,MIN,7,17,24,46,under
11/11/1990,1990,KAN,SEA,16,17,33,38,under
11/11/1990,1990,RAI,GNB,16,29,45,38,over
11/11/1990,1990,RAM,NYG,7,31,38,44,under
11/11/1990,1990,NWE,CLT,10,13,23,37,under
11/11/1990,1990,NOR,TAM,35,7,42,38,over
11/11/1990,1990,NYJ,MIA,3,17,20,38,under
11/11/1990,1990,SDG,DEN,19,7,26,40,under
11/12/1990,1990,PHI,WAS,28,14,42,44,under
11/18/1990,1990,ATL,PHI,23,24,47,47,under
11/18/1990,1990,BUF,NWE,14,0,14,39,under
11/18/1990,1990,CIN,PIT,27,3,30,42,under
11/18/1990,1990,CLE,OTI,23,35,58,38,over
11/18/1990,1990,DEN,CHI,13,16,29,40,under
11/18/1990,1990,CLT,NYJ,17,14,31,37,under
11/18/1990,1990,KAN,SDG,27,10,37,35,over
11/18/1990,1990,RAM,DAL,21,24,45,42,over
11/18/1990,1990,NYG,DET,20,0,20,40,under
11/18/1990,1990,CRD,GNB,21,24,45,41,over
11/18/1990,1990,SFO,TAM,31,7,38,43,under
11/18/1990,1990,SEA,MIN,21,24,45,39,over
11/18/1990,1990,WAS,NOR,31,17,48,38,over
11/19/1990,1990,MIA,RAI,10,13,23,37,under
11/22/1990,1990,DAL,WAS,27,17,44,39,over
11/22/1990,1990,DET,DEN,40,27,67,45,over
11/25/1990,1990,CIN,CLT,20,34,54,41,over
11/25/1990,1990,CLE,MIA,13,30,43,36,over
11/25/1990,1990,GNB,TAM,20,10,30,39,under
11/25/1990,1990,RAI,KAN,24,27,51,36,over
11/25/1990,1990,MIN,CHI,41,13,54,38,over
11/25/1990,1990,NOR,ATL,10,7,17,43,under
11/25/1990,1990,NYJ,PIT,7,24,31,37,under
11/25/1990,1990,PHI,NYG,31,13,44,37,over
11/25/1990,1990,CRD,NWE,34,14,48,38,over
11/25/1990,1990,SDG,SEA,10,13,23,37,under
11/25/1990,1990,SFO,RAM,17,28,45,47,under
11/26/1990,1990,OTI,BUF,27,24,51,47,over
12/2/1990,1990,BUF,PHI,30,23,53,40,over
12/2/1990,1990,CHI,DET,23,17,40,38,over
12/2/1990,1990,CLE,RAM,23,38,61,41,over
12/2/1990,1990,DAL,NOR,17,13,30,36,under
12/2/1990,1990,DEN,RAI,20,23,43,38,over
12/2/1990,1990,MIN,GNB,23,7,30,42,under
12/2/1990,1990,NWE,KAN,7,37,44,37,over
12/2/1990,1990,CRD,CLT,20,17,37,40,under
12/2/1990,1990,PIT,CIN,12,16,28,41,under
12/2/1990,1990,SDG,NYJ,38,17,55,37,over
12/2/1990,1990,SEA,OTI,13,10,23,42,under
12/2/1990,1990,TAM,ATL,23,17,40,42,under
12/2/1990,1990,WAS,MIA,42,20,62,39,over
12/3/1990,1990,SFO,NYG,7,3,10,42,under
12/9/1990,1990,ATL,CRD,13,24,37,42,under
12/9/1990,1990,CIN,SFO,17,20,37,45,under
12/9/1990,1990,GNB,SEA,14,20,34,37,under
12/9/1990,1990,OTI,CLE,58,14,72,44,over
12/9/1990,1990,CLT,BUF,7,31,38,40,under
12/9/1990,1990,KAN,DEN,31,20,51,38,over
12/9/1990,1990,RAM,NOR,20,24,44,43,over
12/9/1990,1990,MIA,PHI,23,20,43,42,over
12/9/1990,1990,NYG,MIN,23,15,38,36,over
12/9/1990,1990,PIT,NWE,24,3,27,36,under
12/9/1990,1990,WAS,CHI,10,9,19,41,under
12/10/1990,1990,DET,RAI,31,38,69,43,over
12/15/1990,1990,NWE,WAS,10,25,35,38,under
12/15/1990,1990,NYG,BUF,13,17,30,37,under
12/16/1990,1990,CLE,ATL,13,10,23,39,under
12/16/1990,1990,DAL,CRD,41,10,51,37,over
12/16/1990,1990,DEN,SDG,20,10,30,38,under
12/16/1990,1990,DET,CHI,38,21,59,44,over
12/16/1990,1990,KAN,OTI,10,27,37,42,under
12/16/1990,1990,RAI,CIN,24,7,31,39,under
12/16/1990,1990,MIA,SEA,24,17,41,37,over
12/16/1990,1990,NOR,PIT,6,9,15,36,under
12/16/1990,1990,NYJ,CLT,21,29,50,37,over
12/16/1990,1990,PHI,GNB,31,0,31,40,under
12/16/1990,1990,TAM,MIN,26,13,39,38,over
12/17/1990,1990,RAM,SFO,10,26,36,46,under
12/22/1990,1990,GNB,DET,17,24,41,36,over
12/22/1990,1990,CLT,WAS,35,28,63,41,over
12/22/1990,1990,MIN,RAI,24,28,52,41,over
12/23/1990,1990,ATL,RAM,20,13,33,41,under
12/23/1990,1990,BUF,MIA,24,14,38,35,over
12/23/1990,1990,CHI,TAM,27,14,41,35,over
12/23/1990,1990,CIN,OTI,40,20,60,44,over
12/23/1990,1990,NYJ,NWE,42,7,49,37,over
12/23/1990,1990,PHI,DAL,17,3,20,37,under
12/23/1990,1990,CRD,NYG,21,24,45,36,over
12/23/1990,1990,PIT,CLE,35,0,35,35,under
12/23/1990,1990,SDG,KAN,21,24,45,37,over
12/23/1990,1990,SFO,NOR,10,13,23,38,under
12/23/1990,1990,SEA,DEN,17,12,29,42,under
12/29/1990,1990,CHI,KAN,10,21,31,36,under
12/29/1990,1990,CRD,PHI,21,23,44,43,over
12/30/1990,1990,ATL,DAL,26,7,33,36,under
12/30/1990,1990,CIN,CLE,21,14,35,39,under
12/30/1990,1990,DEN,GNB,22,13,35,37,under
12/30/1990,1990,OTI,PIT,34,14,48,38,over
12/30/1990,1990,RAI,SDG,17,12,29,39,under
12/30/1990,1990,MIA,CLT,23,17,40,41,under
12/30/1990,1990,MIN,SFO,17,20,37,41,under
12/30/1990,1990,NWE,NYG,10,13,23,36,under
12/30/1990,1990,SEA,DET,30,10,40,47,under
12/30/1990,1990,TAM,NYJ,14,16,30,41,under
12/30/1990,1990,WAS,BUF,29,14,43,40,over
12/31/1990,1990,NOR,RAM,20,17,37,40,under
1/5/1991,1990,MIA,KAN,17,16,33,41,under
1/5/1991,1990,PHI,WAS,6,20,26,40,under
1/6/1991,1990,CHI,NOR,16,6,22,32,under
1/6/1991,1990,CIN,OTI,41,14,55,42,over
1/12/1991,1990,BUF,MIA,44,34,78,34,over
1/12/1991,1990,SFO,WAS,28,10,38,41,under
1/13/1991,1990,RAI,CIN,20,10,30,43,under
1/13/1991,1990,NYG,CHI,31,3,34,33,over
1/20/1991,1990,BUF,RAI,51,3,54,37,over
1/20/1991,1990,SFO,NYG,13,15,28,37,under
1/27/1991,1990,BUF,NYG,19,20,39,40.5,under
9/1/1991,1991,BUF,MIA,35,31,66,42,over
9/1/1991,1991,CHI,MIN,10,6,16,36,under
9/1/1991,1991,CLE,DAL,14,26,40,36,over
9/1/1991,1991,DEN,CIN,45,14,59,45,over
9/1/1991,1991,GNB,PHI,3,20,23,44,under
9/1/1991,1991,OTI,RAI,47,17,64,44,over
9/1/1991,1991,CLT,NWE,7,16,23,37,under
9/1/1991,1991,KAN,ATL,14,3,17,42,under
9/1/1991,1991,RAM,CRD,14,24,38,42,under
9/1/1991,1991,NOR,SEA,27,24,51,35,over
9/1/1991,1991,NYJ,TAM,16,13,29,40,under
9/1/1991,1991,PIT,SDG,26,20,46,36,over
9/1/1991,1991,WAS,DET,45,0,45,44,over
9/2/1991,1991,NYG,SFO,16,14,30,37,under
9/8/1991,1991,ATL,MIN,19,20,39,41,under
9/8/1991,1991,BUF,PIT,52,34,86,42,over
9/8/1991,1991,CIN,OTI,7,30,37,51,under
9/8/1991,1991,DET,GNB,23,14,37,44,under
9/8/1991,1991,KAN,NOR,10,17,27,36,under
9/8/1991,1991,RAI,DEN,16,13,29,40,under
9/8/1991,1991,MIA,CLT,17,6,23,42,under
9/8/1991,1991,NWE,CLE,0,20,20,36,under
9/8/1991,1991,NYG,RAM,13,19,32,38,under
9/8/1991,1991,PHI,CRD,10,26,36,36.5,under
9/8/1991,1991,SFO,SDG,34,14,48,38,over
9/8/1991,1991,SEA,NYJ,20,13,33,36,under
9/8/1991,1991,TAM,CHI,20,21,41,36,over
9/9/1991,1991,DAL,WAS,31,33,64,40,over
9/15/1991,1991,CHI,NYG,20,17,37,34,over
9/15/1991,1991,CLE,CIN,14,13,27,40,under
9/15/1991,1991,DAL,PHI,0,24,24,38,under
9/15/1991,1991,DEN,SEA,16,10,26,38,under
9/15/1991,1991,DET,MIA,17,13,30,44,under
9/15/1991,1991,GNB,TAM,15,13,28,38,under
9/15/1991,1991,RAI,CLT,16,0,16,36,under
9/15/1991,1991,MIN,SFO,17,14,31,42,under
9/15/1991,1991,NOR,RAM,24,7,31,37,under
9/15/1991,1991,NYJ,BUF,20,23,43,46,under
9/15/1991,1991,PIT,NWE,20,6,26,36,under
9/15/1991,1991,SDG,ATL,10,13,23,40,under
9/15/1991,1991,WAS,CRD,34,0,34,41,under
9/16/1991,1991,OTI,KAN,17,7,24,43,under
9/22/1991,1991,ATL,RAI,21,17,38,36,over
9/22/1991,1991,CIN,WAS,27,34,61,43,over
9/22/1991,1991,DEN,SDG,27,19,46,38,over
9/22/1991,1991,CLT,DET,24,33,57,37,over
9/22/1991,1991,KAN,SEA,20,13,33,36,under
9/22/1991,1991,MIA,GNB,16,13,29,38,under
9/22/1991,1991,NWE,OTI,24,20,44,38,over
9/22/1991,1991,NOR,MIN,26,0,26,36,under
9/22/1991,1991,NYG,CLE,13,10,23,36,under
9/22/1991,1991,PHI,PIT,23,14,37,36,over
9/22/1991,1991,CRD,DAL,9,17,26,36,under
9/22/1991,1991,SFO,RAM,27,10,37,38,under
9/22/1991,1991,TAM,BUF,10,17,27,44,under
9/23/1991,1991,CHI,NYJ,19,13,32,36,under
9/29/1991,1991,ATL,NOR,6,27,33,35,under
9/29/1991,1991,BUF,CHI,35,20,55,44,over
9/29/1991,1991,DAL,NYG,21,16,37,36,over
9/29/1991,1991,DET,TAM,31,3,34,40,under
9/29/1991,1991,RAI,SFO,12,6,18,36,under
9/29/1991,1991,RAM,GNB,23,21,44,38,over
9/29/1991,1991,MIN,DEN,6,13,19,40,under
9/29/1991,1991,NYJ,MIA,41,23,64,38,over
9/29/1991,1991,CRD,NWE,24,10,34,36,under
9/29/1991,1991,SDG,KAN,13,14,27,36,under
9/29/1991,1991,SEA,CLT,31,3,34,36,under
9/30/1991,1991,WAS,PHI,23,0,23,40,under
10/6/1991,1991,CHI,WAS,7,20,27,37,under
10/6/1991,1991,CIN,SEA,7,13,20,40,under
10/6/1991,1991,CLE,NYJ,14,17,31,34,under
10/6/1991,1991,DET,MIN,24,20,44,40,over
10/6/1991,1991,GNB,DAL,17,20,37,35,over
10/6/1991,1991,OTI,DEN,42,14,56,44,over
10/6/1991,1991,CLT,PIT,3,21,24,36,under
10/6/1991,1991,RAI,SDG,13,21,34,34,under
10/6/1991,1991,NWE,MIA,10,20,30,35,under
10/6/1991,1991,NYG,CRD,20,9,29,34,under
10/6/1991,1991,TAM,PHI,14,13,27,32,under
10/7/1991,1991,KAN,BUF,33,6,39,40,under
10/13/1991,1991,BUF,CLT,42,6,48,41,over
10/13/1991,1991,DAL,CIN,35,23,58,40,over
10/13/1991,1991,KAN,MIA,42,7,49,35,over
10/13/1991,1991,RAM,SDG,30,24,54,38,over
10/13/1991,1991,MIN,CRD,34,7,41,36,over
10/13/1991,1991,NYJ,OTI,20,23,43,40,over
10/13/1991,1991,PHI,NOR,6,13,19,30,under
10/13/1991,1991,SFO,ATL,34,39,73,36,over
10/13/1991,1991,SEA,RAI,20,23,43,34,over
10/13/1991,1991,WAS,CLE,42,17,59,37,over
10/14/1991,1991,PIT,NYG,20,23,43,34,over
10/17/1991,1991,GNB,CHI,0,10,10,35,under
10/20/1991,1991,DEN,KAN,19,16,35,37,under
10/20/1991,1991,CLT,NYJ,6,17,23,34,under
10/20/1991,1991,RAI,RAM,20,17,37,38,under
10/20/1991,1991,MIA,OTI,13,17,30,42,under
10/20/1991,1991,NWE,MIN,26,23,49,34,over
10/20/1991,1991,NOR,TAM,23,7,30,32,under
10/20/1991,1991,CRD,ATL,16,10,26,38,under
10/20/1991,1991,PIT,SEA,7,27,34,36,under
10/20/1991,1991,SDG,CLE,24,30,54,36,over
10/20/1991,1991,SFO,DET,35,3,38,42,under
10/21/1991,1991,BUF,CIN,35,16,51,50,over
10/27/1991,1991,ATL,RAM,31,14,45,40,over
10/27/1991,1991,CLE,PIT,17,14,31,35,under
10/27/1991,1991,DET,DAL,34,10,44,44,under
10/27/1991,1991,OTI,CIN,35,3,38,46,under
10/27/1991,1991,NWE,DEN,6,9,15,36,under
10/27/1991,1991,NOR,CHI,17,20,37,32,over
10/27/1991,1991,NYG,WAS,13,17,30,38,under
10/27/1991,1991,PHI,SFO,7,23,30,35,under
10/27/1991,1991,CRD,MIN,0,28,28,34,under
10/27/1991,1991,SEA,SDG,20,9,29,37,under
10/27/1991,1991,TAM,GNB,0,27,27,34,under
10/28/1991,1991,KAN,RAI,24,21,45,35,over
11/3/1991,1991,ATL,SFO,17,14,31,39,under
11/3/1991,1991,BUF,NWE,22,17,39,41,under
11/3/1991,1991,CHI,DET,20,10,30,32,under
11/3/1991,1991,CIN,CLE,23,21,44,36,over
11/3/1991,1991,DAL,CRD,27,7,34,36,under
11/3/1991,1991,DEN,PIT,20,13,33,35,under
11/3/1991,1991,CLT,MIA,6,10,16,36,under
11/3/1991,1991,RAM,NOR,17,24,41,36,over
11/3/1991,1991,MIN,TAM,28,13,41,36,over
11/3/1991,1991,NYJ,GNB,19,16,35,35,under
11/3/1991,1991,WAS,OTI,16,13,29,43,under
11/4/1991,1991,PHI,NYG,30,7,37,32,over
11/10/1991,1991,CIN,PIT,27,33,60,38,over
11/10/1991,1991,CLE,PHI,30,32,62,33,over
11/10/1991,1991,DEN,RAI,16,17,33,36,under
11/10/1991,1991,GNB,BUF,24,34,58,37,over
11/10/1991,1991,OTI,DAL,26,23,49,43,over
11/10/1991,1991,RAM,KAN,20,27,47,40,over
11/10/1991,1991,MIA,NWE,30,20,50,35,over
11/10/1991,1991,NOR,SFO,10,3,13,31,under
11/10/1991,1991,NYJ,CLT,27,28,55,32,over
11/10/1991,1991,CRD,NYG,14,21,35,34,over
11/10/1991,1991,SDG,SEA,17,14,31,36,under
11/10/1991,1991,TAM,DET,30,21,51,36,over
11/10/1991,1991,WAS,ATL,56,17,73,35,over
11/11/1991,1991,MIN,CHI,17,34,51,36,over
11/17/1991,1991,ATL,TAM,43,7,50,38,over
11/17/1991,1991,DET,RAM,21,10,31,46,under
11/17/1991,1991,GNB,MIN,21,35,56,36,over
11/17/1991,1991,OTI,CLE,28,24,52,45,over
11/17/1991,1991,CLT,CHI,17,31,48,38,over
11/17/1991,1991,KAN,DEN,20,24,44,36,over
11/17/1991,1991,RAI,SEA,31,7,38,34,over
11/17/1991,1991,NWE,NYJ,21,28,49,35,over
11/17/1991,1991,NYG,DAL,22,9,31,36,under
11/17/1991,1991,PHI,CIN,17,10,27,38,under
