game_id,avg_first_downs,avg_total_yds,avg_pass_yds,avg_rush_yds,avg_TO
931966OTI,,,,,
9181966DEN,,,,,
9251966DEN,,,,,
1021966DEN,,,,,
1081966KAN,,,,,
10161966MIA,,,,,
10231966DEN,,,,,
10301966SDG,,,,,
1161966NWE,,,,,
11201966DEN,,,,,
11271966DEN,,,,,
1241966DEN,,,,,
12111966RAI,,,,,
12181966BUF,,,,,
931967DEN,,,,,
9101967RAI,,,,,
9171967MIA,11.647058823529413,205.7647058823529,122.82352941176471,82.94117647058823,3.0588235294117645
9241967DEN,12.529411764705882,225.35294117647058,137.47058823529414,87.88235294117645,3.0
1011967OTI,12.705882352941178,229.17647058823533,136.11764705882354,93.05882352941177,3.0
1081967DEN,13.058823529411766,229.64705882352942,136.23529411764707,93.41176470588236,2.9411764705882355
10221967DEN,12.705882352941178,223.35294117647058,135.88235294117646,87.47058823529413,2.8823529411764706
10291967KAN,12.647058823529413,226.64705882352942,140.70588235294122,85.94117647058823,3.117647058823529
1151967DEN,12.411764705882351,226.70588235294116,140.64705882352942,86.05882352941177,2.8235294117647056
11121967DEN,12.529411764705882,227.35294117647058,138.35294117647058,89.0,2.4705882352941178
11191967BUF,12.411764705882351,222.29411764705884,138.29411764705878,84.0,2.647058823529412
11231967SDG,12.705882352941178,229.2352941176471,144.35294117647058,84.88235294117645,2.411764705882353
1231967NYJ,12.647058823529413,231.58823529411762,143.58823529411762,88.0,2.235294117647059
12171967DEN,12.705882352941178,227.41176470588238,142.58823529411762,84.82352941176471,2.294117647058824
9151968CIN,12.588235294117649,218.35294117647058,134.29411764705878,84.05882352941177,2.235294117647059
9221968KAN,12.705882352941178,220.88235294117646,136.29411764705878,84.58823529411767,2.3529411764705883
9291968DEN,12.647058823529413,213.2352941176471,122.47058823529413,90.76470588235294,2.235294117647059
1061968DEN,12.647058823529413,213.35294117647058,122.17647058823529,91.17647058823529,2.176470588235294
10131968NYJ,13.176470588235292,226.70588235294116,135.52941176470586,91.17647058823529,2.0588235294117645
10201968SDG,13.941176470588234,247.29411764705884,151.17647058823533,96.11764705882355,2.235294117647059
10271968DEN,14.235294117647056,245.17647058823533,144.41176470588238,100.76470588235294,2.3529411764705883
1131968NWE,14.411764705882351,258.8235294117647,155.17647058823533,103.64705882352942,2.411764705882353
11101968DEN,14.294117647058822,257.9411764705883,153.88235294117646,104.05882352941177,2.5294117647058822
11171968OTI,14.294117647058822,256.3529411764706,149.17647058823533,107.17647058823529,2.588235294117647
11241968DEN,14.588235294117649,263.29411764705884,154.2941176470588,109.0,2.411764705882353
1211968DEN,15.058823529411766,273.1764705882353,161.64705882352942,111.52941176470587,2.4705882352941178
