schedule_date,schedule_season,home_id,away_id,weather_temperature,weather_wind_mph,score_home,score_away,total_score,over_under_line,label
11/20/1983,1983,NWE,CLE,44.0,8.0,0,30,30,40.5,under
11/20/1983,1983,PHI,NYG,50.0,6.0,0,23,23,37,under
11/20/1983,1983,PIT,MIN,53.0,16.0,14,17,31,41,under
11/20/1983,1983,CRD,SDG,54.0,21.0,44,14,58,52.5,over
11/20/1983,1983,TAM,CHI,69.0,12.0,0,27,27,35,under
11/21/1983,1983,NOR,NYJ,72.0,0.0,28,31,59,43,over
11/24/1983,1983,DAL,CRD,43.0,8.0,35,17,52,54.5,under
11/24/1983,1983,DET,PIT,72.0,0.0,45,3,48,40.5,over
11/27/1983,1983,ATL,GNB,50.0,10.0,47,41,88,45.5,over
11/27/1983,1983,CHI,SFO,39.0,18.0,13,3,16,41.5,under
11/27/1983,1983,CLE,CLT,45.0,8.0,41,23,64,36,over
11/27/1983,1983,RAI,NYG,54.0,7.0,27,12,39,41,under
11/27/1983,1983,RAM,BUF,54.0,7.0,41,17,58,44,over
11/27/1983,1983,NOR,MIN,72.0,0.0,17,16,33,42,under
11/27/1983,1983,NYJ,NWE,51.0,14.0,26,3,29,39.5,under
11/27/1983,1983,SDG,DEN,57.0,6.0,31,7,38,46.5,under
11/27/1983,1983,SEA,KAN,72.0,0.0,51,48,99,46.5,over
11/27/1983,1983,TAM,OTI,73.0,11.0,33,24,57,37,over
11/27/1983,1983,WAS,PHI,50.0,5.0,28,24,52,46,over
11/28/1983,1983,MIA,CIN,78.0,6.0,38,14,52,43,over
12/1/1983,1983,SDG,RAI,65.0,12.0,10,42,52,54,under
12/4/1983,1983,CLT,NYJ,41.0,12.0,6,10,16,39,under
12/4/1983,1983,DEN,CLE,28.0,10.0,27,6,33,37.5,under
12/4/1983,1983,GNB,CHI,25.0,6.0,31,28,59,44.5,over
12/4/1983,1983,OTI,MIA,72.0,0.0,17,24,41,44,under
12/4/1983,1983,KAN,BUF,28.0,8.0,9,14,23,44,under
12/4/1983,1983,NWE,NOR,34.0,20.0,7,0,7,35.5,under
12/4/1983,1983,NYG,CRD,40.0,17.0,6,10,16,41,under
12/4/1983,1983,PHI,RAM,40.0,11.0,13,9,22,38.5,under
12/4/1983,1983,PIT,CIN,36.0,16.0,10,23,33,41.5,under
12/4/1983,1983,SFO,TAM,51.0,24.0,35,21,56,41,over
12/4/1983,1983,SEA,DAL,72.0,0.0,10,35,45,55,under
12/4/1983,1983,WAS,ATL,43.0,9.0,37,21,58,51,over
12/5/1983,1983,DET,MIN,72.0,0.0,13,2,15,44.5,under
12/10/1983,1983,MIA,ATL,72.0,10.0,31,24,55,43.5,over
12/10/1983,1983,NYJ,PIT,45.0,12.0,7,34,41,37,over
12/11/1983,1983,BUF,SFO,27.0,14.0,10,23,33,39,under
12/11/1983,1983,CIN,DET,43.0,16.0,17,9,26,42,under
12/11/1983,1983,DAL,WAS,58.0,19.0,10,31,41,53.5,under
12/11/1983,1983,DEN,CLT,40.0,13.0,21,19,40,36.5,over
12/11/1983,1983,OTI,CLE,72.0,0.0,34,27,61,45,over
12/11/1983,1983,RAI,CRD,56.0,5.0,24,34,58,47.5,over
12/11/1983,1983,RAM,NWE,56.0,5.0,7,21,28,41,under
12/11/1983,1983,MIN,CHI,72.0,0.0,13,19,32,39.5,under
12/11/1983,1983,NYG,SEA,39.0,16.0,12,17,29,40,under
12/11/1983,1983,PHI,NOR,37.0,10.0,17,20,37,35.5,over
12/11/1983,1983,SDG,KAN,58.0,6.0,41,38,79,53.5,over
12/12/1983,1983,TAM,GNB,67.0,15.0,9,12,21,47,under
12/16/1983,1983,MIA,NYJ,69.0,8.0,34,14,48,41.5,over
12/17/1983,1983,MIN,CIN,72.0,0.0,20,14,34,38.5,under
12/17/1983,1983,WAS,NYG,40.0,8.0,31,22,53,44.5,over
12/18/1983,1983,ATL,BUF,43.0,12.0,31,14,45,43.5,over
12/18/1983,1983,CLT,OTI,30.0,6.0,20,10,30,40.5,under
12/18/1983,1983,CHI,GNB,0.0,13.0,23,21,44,43,over
12/18/1983,1983,CLE,PIT,18.0,11.0,30,17,47,38.5,over
12/18/1983,1983,DET,TAM,72.0,0.0,23,20,43,39.5,over
12/18/1983,1983,KAN,DEN,0.0,15.0,48,17,65,43,over
12/18/1983,1983,RAI,SDG,56.0,6.0,30,14,44,53.5,under
12/18/1983,1983,NOR,RAM,72.0,0.0,24,26,50,40,over
12/18/1983,1983,SEA,NWE,72.0,0.0,24,6,30,41.5,under
12/18/1983,1983,CRD,PHI,12.0,15.0,31,7,38,42,under
12/19/1983,1983,SFO,DAL,54.0,11.0,42,17,59,44,over
1/22/1984,1983,WAS,RAI,68.0,25.0,9,38,47,48,under
9/2/1984,1984,BUF,NWE,65.0,8.0,17,21,38,38,under
9/2/1984,1984,CHI,TAM,78.0,12.0,34,14,48,35,over
9/2/1984,1984,DEN,CIN,63.0,8.0,20,17,37,41,under
9/2/1984,1984,DET,SFO,72.0,0.0,27,30,57,43,over
9/2/1984,1984,GNB,CRD,63.0,9.0,24,23,47,46.5,over
9/2/1984,1984,OTI,RAI,72.0,0.0,14,24,38,48.5,under
9/2/1984,1984,CLT,NYJ,72.0,0.0,14,23,37,35,over
9/2/1984,1984,MIN,SDG,72.0,0.0,13,42,55,49,over
9/2/1984,1984,NOR,ATL,72.0,0.0,28,36,64,44,over
9/2/1984,1984,NYG,PHI,70.0,10.0,28,27,55,35,over
9/2/1984,1984,PIT,KAN,70.0,8.0,27,37,64,40.5,over
9/2/1984,1984,WAS,MIA,76.0,10.0,17,35,52,46,over
9/3/1984,1984,RAM,DAL,71.0,10.0,13,20,33,47.5,under
9/3/1984,1984,SEA,CLE,72.0,0.0,33,0,33,43,under
9/6/1984,1984,NYJ,PIT,62.0,15.0,17,23,40,42,under
9/9/1984,1984,ATL,DET,70.0,10.0,24,27,51,47,over
9/9/1984,1984,CHI,DEN,68.0,10.0,27,0,27,40,under
9/9/1984,1984,CIN,KAN,69.0,13.0,22,27,49,47,over
9/9/1984,1984,OTI,CLT,72.0,0.0,21,35,56,40,over
9/9/1984,1984,RAI,GNB,85.0,9.0,28,7,35,50,under
9/9/1984,1984,RAM,CLE,85.0,9.0,20,17,37,44,under
9/9/1984,1984,MIA,NWE,78.0,10.0,28,7,35,43,under
9/9/1984,1984,NOR,TAM,72.0,0.0,17,13,30,43,under
9/9/1984,1984,NYG,DAL,66.0,13.0,28,7,35,46,under
9/9/1984,1984,PHI,MIN,64.0,5.0,19,17,36,41,under
9/9/1984,1984,SEA,SDG,72.0,0.0,31,17,48,52,under
9/9/1984,1984,CRD,BUF,68.0,11.0,37,7,44,42,over
9/10/1984,1984,SFO,WAS,68.0,17.0,37,31,68,52,over
9/16/1984,1984,CLE,DEN,50.0,7.0,14,24,38,39.5,under
9/16/1984,1984,DAL,PHI,69.0,13.0,23,17,40,43,under
9/16/1984,1984,GNB,CHI,50.0,9.0,7,9,16,43.5,under
9/16/1984,1984,CLT,CRD,72.0,0.0,33,34,67,44.5,over
9/16/1984,1984,KAN,RAI,55.0,9.0,20,22,42,47,under
9/16/1984,1984,MIN,ATL,72.0,0.0,27,20,47,46,over
9/16/1984,1984,NWE,SEA,50.0,13.0,38,23,61,41.5,over
9/16/1984,1984,NYJ,CIN,56.0,13.0,43,23,66,41,over
9/16/1984,1984,PIT,RAM,50.0,7.0,24,14,38,43,under
9/16/1984,1984,SDG,OTI,80.0,8.0,31,14,45,52,under
9/16/1984,1984,SFO,NOR,65.0,16.0,30,20,50,45,over
9/16/1984,1984,TAM,DET,81.0,7.0,21,17,38,40.5,under
9/16/1984,1984,WAS,NYG,60.0,12.0,30,14,44,47.5,under
9/17/1984,1984,BUF,MIA,54.0,8.0,17,21,38,41,under
9/23/1984,1984,ATL,OTI,72.0,10.0,42,10,52,49,over
9/23/1984,1984,BUF,NYJ,70.0,16.0,26,28,54,40,over
9/23/1984,1984,CIN,RAM,69.0,11.0,14,24,38,41,under
9/23/1984,1984,CLE,PIT,70.0,12.0,20,10,30,39.5,under
9/23/1984,1984,DAL,GNB,80.0,11.0,20,6,26,45,under
9/23/1984,1984,DEN,KAN,64.0,11.0,21,0,21,42.5,under
9/23/1984,1984,DET,MIN,72.0,0.0,28,29,57,46,over
9/23/1984,1984,MIA,CLT,81.0,18.0,44,7,51,45,over
9/23/1984,1984,NWE,WAS,66.0,13.0,10,26,36,47,under
9/23/1984,1984,NOR,CRD,72.0,0.0,34,24,58,46.5,over
9/23/1984,1984,NYG,TAM,70.0,14.0,17,14,31,41,under
9/23/1984,1984,PHI,SFO,68.0,9.0,9,21,30,44,under
9/23/1984,1984,SEA,CHI,72.0,0.0,38,9,47,41,over
9/24/1984,1984,RAI,SDG,70.0,10.0,33,30,63,51.5,over
9/30/1984,1984,CHI,DAL,44.0,7.0,14,23,37,41,under
9/30/1984,1984,DEN,RAI,48.0,6.0,16,13,29,39.5,under
9/30/1984,1984,OTI,NOR,72.0,0.0,10,27,37,49,under
9/30/1984,1984,CLT,BUF,72.0,0.0,31,17,48,43,over
9/30/1984,1984,KAN,CLE,46.0,7.0,10,6,16,40,under
9/30/1984,1984,RAM,NYG,70.0,10.0,33,12,45,39.5,over
9/30/1984,1984,MIN,SEA,72.0,0.0,12,20,32,46,under
9/30/1984,1984,NYJ,NWE,58.0,14.0,21,28,49,44,over
9/30/1984,1984,SDG,DET,74.0,8.0,27,24,51,50,over
9/30/1984,1984,SFO,ATL,62.0,19.0,14,5,19,49.5,under
9/30/1984,1984,CRD,MIA,47.0,8.0,28,36,64,50.5,over
9/30/1984,1984,TAM,GNB,74.0,6.0,30,27,57,35,over
9/30/1984,1984,WAS,PHI,60.0,12.0,20,0,20,43,under
10/1/1984,1984,PIT,CIN,48.0,12.0,38,17,55,41,over
10/7/1984,1984,BUF,PHI,52.0,8.0,17,27,44,38,over
10/7/1984,1984,CHI,NOR,62.0,11.0,20,7,27,38.5,under
10/7/1984,1984,CIN,OTI,63.0,8.0,13,3,16,42.5,under
10/7/1984,1984,CLE,NWE,60.0,10.0,16,17,33,37,under
10/7/1984,1984,DAL,CRD,71.0,11.0,20,31,51,48,over
10/7/1984,1984,DET,DEN,72.0,0.0,7,28,35,42,under
10/7/1984,1984,GNB,SDG,59.0,9.0,28,34,62,49.5,over
10/7/1984,1984,CLT,WAS,72.0,0.0,7,35,42,47.5,under
10/7/1984,1984,KAN,NYJ,64.0,9.0,16,17,33,41.5,under
10/7/1984,1984,RAI,SEA,68.0,10.0,28,14,42,43,under
10/7/1984,1984,RAM,ATL,68.0,10.0,28,30,58,44,over
10/7/1984,1984,PIT,MIA,57.0,7.0,7,31,38,46,under
10/7/1984,1984,TAM,MIN,75.0,9.0,35,31,66,40,over
10/8/1984,1984,NYG,SFO,60.0,12.0,10,31,41,44,under
10/14/1984,1984,ATL,NYG,72.0,6.0,7,19,26,46,under
10/14/1984,1984,CLE,NYJ,56.0,6.0,20,24,44,37,over
10/14/1984,1984,DET,TAM,72.0,0.0,13,7,20,44,under
10/14/1984,1984,KAN,SDG,67.0,11.0,31,13,44,47,under
10/14/1984,1984,RAI,MIN,69.0,10.0,23,20,43,45,under
10/14/1984,1984,MIA,OTI,77.0,7.0,28,10,38,44,under
10/14/1984,1984,NWE,CIN,51.0,16.0,20,14,34,40,under
10/14/1984,1984,NOR,RAM,72.0,0.0,10,28,38,43,under
10/14/1984,1984,PHI,CLT,60.0,14.0,16,7,23,42,under
10/14/1984,1984,SFO,PIT,60.0,15.0,17,20,37,42,under
10/14/1984,1984,SEA,BUF,72.0,0.0,31,28,59,43.5,over
10/14/1984,1984,CRD,CHI,69.0,9.0,38,21,59,45,over
10/14/1984,1984,WAS,DAL,63.0,14.0,34,14,48,44.5,over
10/15/1984,1984,DEN,GNB,32.0,4.0,17,14,31,40,under
10/21/1984,1984,BUF,DEN,58.0,16.0,7,37,44,39,over
10/21/1984,1984,CIN,CLE,63.0,12.0,12,9,21,37,under
10/21/1984,1984,DAL,NOR,59.0,13.0,30,27,57,42,over
10/21/1984,1984,GNB,SEA,48.0,12.0,24,30,54,44,over
10/21/1984,1984,OTI,SFO,72.0,0.0,21,34,55,42,over
10/21/1984,1984,CLT,PIT,72.0,0.0,17,16,33,39.5,under
10/21/1984,1984,MIN,DET,72.0,0.0,14,16,30,44.5,under
10/21/1984,1984,NWE,MIA,58.0,10.0,24,44,68,42,over
10/21/1984,1984,NYJ,KAN,66.0,9.0,28,7,35,43,under
10/21/1984,1984,PHI,NYG,68.0,9.0,24,10,34,35.5,under
10/21/1984,1984,SDG,RAI,65.0,8.0,37,44,81,50,over
10/21/1984,1984,CRD,WAS,48.0,12.0,26,24,50,52,under
10/21/1984,1984,TAM,CHI,78.0,9.0,9,44,53,39.5,over
10/22/1984,1984,ATL,RAM,71.0,12.0,10,24,34,45,under
10/28/1984,1984,CHI,MIN,55.0,12.0,16,7,23,40,under
10/28/1984,1984,CLE,NOR,69.0,14.0,14,16,30,37,under
10/28/1984,1984,DAL,CLT,67.0,10.0,22,3,25,43,under
10/28/1984,1984,GNB,DET,47.0,19.0,41,9,50,45,over
10/28/1984,1984,OTI,CIN,72.0,0.0,13,31,44,40,over
10/28/1984,1984,KAN,TAM,47.0,14.0,24,20,44,39,over
10/28/1984,1984,RAI,DEN,60.0,7.0,19,22,41,39,over
10/28/1984,1984,RAM,SFO,60.0,7.0,0,33,33,45,under
10/28/1984,1984,MIA,BUF,80.0,16.0,38,7,45,45,under
10/28/1984,1984,NWE,NYJ,59.0,13.0,30,20,50,43.5,over
10/28/1984,1984,NYG,WAS,66.0,8.0,37,13,50,42.5,over
10/28/1984,1984,PHI,CRD,68.0,9.0,14,34,48,43.5,over
10/28/1984,1984,PIT,ATL,68.0,11.0,35,10,45,42,over
10/29/1984,1984,SDG,SEA,64.0,9.0,0,24,24,51,under
11/4/1984,1984,BUF,CLE,42.0,11.0,10,13,23,37.5,under
11/4/1984,1984,CHI,RAI,51.0,18.0,17,6,23,38,under
11/4/1984,1984,DAL,NYG,61.0,15.0,7,19,26,43,under
11/4/1984,1984,DEN,NWE,47.0,21.0,26,19,45,37,over
11/4/1984,1984,DET,PHI,72.0,0.0,23,23,46,40,over
11/4/1984,1984,CLT,SDG,72.0,0.0,10,38,48,46,over
11/4/1984,1984,MIN,TAM,72.0,0.0,27,24,51,40,over
11/4/1984,1984,NOR,GNB,72.0,0.0,13,23,36,45,under
11/4/1984,1984,NYJ,MIA,49.0,13.0,17,31,48,45,over
11/4/1984,1984,PIT,OTI,47.0,9.0,35,7,42,41,over
11/4/1984,1984,SFO,CIN,55.0,11.0,23,17,40,43,under
11/4/1984,1984,SEA,KAN,72.0,0.0,45,0,45,45,under
11/4/1984,1984,CRD,RAM,53.0,10.0,13,16,29,48,under
11/5/1984,1984,WAS,ATL,60.0,10.0,27,14,41,45,under
11/11/1984,1984,ATL,NOR,48.0,14.0,13,17,30,41,under
11/11/1984,1984,CIN,PIT,43.0,17.0,22,20,42,37.5,over
11/11/1984,1984,CLE,SFO,45.0,15.0,7,41,48,35,over
11/11/1984,1984,GNB,MIN,34.0,22.0,45,17,62,44.5,over
11/11/1984,1984,KAN,OTI,33.0,11.0,16,17,33,41,under
11/11/1984,1984,RAM,CHI,61.0,9.0,29,13,42,35.5,over
11/11/1984,1984,MIA,PHI,72.0,10.0,24,23,47,44,over
11/11/1984,1984,NWE,BUF,60.0,12.0,38,10,48,41,over
11/11/1984,1984,NYJ,CLT,58.0,13.0,5,9,14,41.5,under
11/11/1984,1984,SDG,DEN,64.0,9.0,13,16,29,45,under
11/11/1984,1984,CRD,DAL,36.0,19.0,17,24,41,44,under
11/11/1984,1984,TAM,NYG,67.0,10.0,20,17,37,40,under
11/11/1984,1984,WAS,DET,57.0,13.0,28,14,42,44,under
11/12/1984,1984,SEA,RAI,72.0,0.0,17,14,31,43,under
11/18/1984,1984,ATL,CLE,55.0,12.0,7,23,30,39,under
11/18/1984,1984,BUF,DAL,38.0,17.0,14,3,17,41,under
11/18/1984,1984,CHI,DET,36.0,11.0,16,14,30,40,under
11/18/1984,1984,CIN,SEA,36.0,8.0,6,26,32,44,under
11/18/1984,1984,DEN,MIN,32.0,7.0,42,21,63,41,over
11/18/1984,1984,GNB,RAM,34.0,13.0,31,6,37,45,under
11/18/1984,1984,OTI,NYJ,72.0,0.0,31,20,51,42,over
11/18/1984,1984,CLT,NWE,72.0,0.0,17,50,67,43,over
11/18/1984,1984,RAI,KAN,58.0,9.0,17,7,24,45,under
11/18/1984,1984,NYG,CRD,42.0,14.0,16,10,26,43,under
11/18/1984,1984,PHI,WAS,40.0,9.0,16,10,26,43,under
11/18/1984,1984,SDG,MIA,61.0,8.0,34,28,62,51,over
11/18/1984,1984,SFO,TAM,56.0,14.0,24,17,41,40,over
11/19/1984,1984,NOR,PIT,72.0,0.0,27,24,51,40,over
11/22/1984,1984,DAL,NWE,41.0,5.0,20,17,37,42.5,under
11/22/1984,1984,DET,GNB,72.0,0.0,31,28,59,44,over
11/25/1984,1984,CIN,ATL,40.0,6.0,35,14,49,37,over
11/25/1984,1984,CLE,OTI,39.0,9.0,27,10,37,36,over
11/25/1984,1984,DEN,SEA,37.0,7.0,24,27,51,35,over
11/25/1984,1984,RAI,CLT,54.0,13.0,21,7,28,36.5,under
11/25/1984,1984,MIN,CHI,72.0,0.0,3,34,37,38,under
11/25/1984,1984,NOR,SFO,72.0,0.0,3,35,38,42,under
11/25/1984,1984,NYG,KAN,45.0,8.0,28,27,55,36.5,over
11/25/1984,1984,PIT,SDG,39.0,3.0,52,24,76,46.5,over
11/25/1984,1984,CRD,PHI,47.0,12.0,17,16,33,43,under
11/25/1984,1984,TAM,RAM,65.0,8.0,33,34,67,37,over
11/25/1984,1984,WAS,BUF,42.0,6.0,41,14,55,41.5,over
11/26/1984,1984,MIA,NYJ,73.0,15.0,28,17,45,45,under
11/29/1984,1984,MIN,WAS,72.0,0.0,17,31,48,46,over
12/2/1984,1984,ATL,SFO,46.0,9.0,17,35,52,40,over
12/2/1984,1984,BUF,CLT,35.0,14.0,21,15,36,36.5,under
12/2/1984,1984,CLE,CIN,35.0,9.0,17,20,37,34,over
12/2/1984,1984,GNB,TAM,27.0,12.0,27,14,41,45,under
12/2/1984,1984,OTI,PIT,72.0,0.0,23,20,43,44,under
12/2/1984,1984,KAN,DEN,37.0,15.0,16,13,29,39,under
12/2/1984,1984,RAM,NOR,56.0,7.0,34,21,55,40.5,over
12/2/1984,1984,MIA,RAI,74.0,9.0,34,45,79,42.5,over
12/2/1984,1984,NWE,CRD,43.0,14.0,10,33,43,43.5,under
12/2/1984,1984,NYJ,NYG,45.0,14.0,10,20,30,38,under
12/2/1984,1984,PHI,DAL,40.0,7.0,10,26,36,35,over
12/2/1984,1984,SEA,DET,72.0,0.0,38,17,55,43.5,over
12/3/1984,1984,SDG,CHI,59.0,10.0,20,7,27,46,under
12/8/1984,1984,NYJ,BUF,32.0,18.0,21,17,38,39,under
12/8/1984,1984,SFO,MIN,53.0,6.0,51,7,58,44,over
12/9/1984,1984,CHI,GNB,31.0,7.0,14,20,34,37.5,under
12/9/1984,1984,DAL,WAS,58.0,13.0,28,30,58,42,over
12/9/1984,1984,DEN,SDG,48.0,11.0,16,13,29,43,under
12/9/1984,1984,CLT,MIA,72.0,0.0,17,35,52,46,over
12/9/1984,1984,KAN,SEA,46.0,10.0,34,7,41,38,over
12/9/1984,1984,RAM,OTI,58.0,7.0,27,16,43,43,under
12/9/1984,1984,NOR,CIN,72.0,0.0,21,24,45,40,over
12/9/1984,1984,PHI,NWE,35.0,5.0,27,17,44,36.5,over
12/9/1984,1984,PIT,CLE,31.0,6.0,23,20,43,38,over
12/9/1984,1984,CRD,NYG,41.0,12.0,31,21,52,40.5,over
12/9/1984,1984,TAM,ATL,50.0,6.0,23,6,29,44,under
12/10/1984,1984,DET,RAI,72.0,0.0,3,24,27,45,under
12/14/1984,1984,SFO,RAM,51.0,13.0,19,16,35,44,under
12/15/1984,1984,NYG,NOR,38.0,15.0,3,10,13,38.5,under
12/15/1984,1984,SEA,DEN,72.0,0.0,14,31,45,42,over
12/16/1984,1984,ATL,PHI,58.0,7.0,26,10,36,37,under
12/16/1984,1984,CIN,BUF,59.0,15.0,52,21,73,38.5,over
12/16/1984,1984,DET,CHI,72.0,0.0,13,30,43,35.5,over
12/16/1984,1984,OTI,CLE,72.0,0.0,20,27,47,39,over
12/16/1984,1984,RAI,PIT,53.0,16.0,7,13,20,41,under
12/16/1984,1984,MIN,GNB,72.0,0.0,14,38,52,45,over
12/16/1984,1984,NWE,CLT,32.0,8.0,16,10,26,41,under
12/16/1984,1984,SDG,KAN,56.0,16.0,21,42,63,43,over
12/16/1984,1984,TAM,NYJ,69.0,7.0,41,21,62,43,over
12/16/1984,1984,WAS,CRD,45.0,10.0,29,27,56,46.5,over
12/17/1984,1984,MIA,DAL,73.0,16.0,28,21,49,47,over
1/20/1985,1984,SFO,MIA,53.0,,38,16,54,53.5,over
9/8/1985,1985,ATL,DET,79.0,7.0,27,28,55,41.5,over
9/8/1985,1985,BUF,SDG,76.0,11.0,9,14,23,46,under
9/8/1985,1985,CHI,TAM,81.0,10.0,38,28,66,39,over
9/8/1985,1985,CIN,SEA,79.0,8.0,24,28,52,41,over
9/8/1985,1985,CLE,CRD,77.0,10.0,24,27,51,40.5,over
9/8/1985,1985,OTI,MIA,72.0,0.0,26,23,49,45.5,over
9/8/1985,1985,RAI,NYJ,69.0,12.0,31,0,31,40,under
9/8/1985,1985,RAM,DEN,69.0,12.0,20,16,36,38,under
9/8/1985,1985,MIN,SFO,72.0,0.0,28,21,49,46,over
9/8/1985,1985,NWE,GNB,74.0,10.0,26,20,46,45,over
9/8/1985,1985,NOR,KAN,72.0,0.0,27,47,74,43,over
9/8/1985,1985,NYG,PHI,78.0,11.0,21,0,21,38.5,under
9/8/1985,1985,PIT,CLT,79.0,9.0,45,3,48,40.5,over
9/9/1985,1985,DAL,WAS,88.0,10.0,44,14,58,43,over
9/12/1985,1985,KAN,RAI,66.0,12.0,36,20,56,45,over
9/15/1985,1985,CHI,NWE,55.0,5.0,20,7,27,44,under
9/15/1985,1985,DEN,NOR,69.0,12.0,34,23,57,40,over
9/15/1985,1985,DET,DAL,72.0,0.0,26,21,47,45,over
9/15/1985,1985,GNB,NYG,56.0,8.0,23,20,43,42,over
9/15/1985,1985,MIA,CLT,81.0,23.0,30,13,43,45,under
9/15/1985,1985,NYJ,BUF,65.0,10.0,42,3,45,40,over
9/15/1985,1985,PHI,RAM,60.0,8.0,6,17,23,37,under
9/15/1985,1985,SDG,SEA,70.0,8.0,35,49,84,46,over
9/15/1985,1985,SFO,ATL,62.0,17.0,35,16,51,45,over
9/15/1985,1985,CRD,CIN,66.0,8.0,41,27,68,49,over
9/15/1985,1985,TAM,MIN,76.0,15.0,16,31,47,45,over
9/15/1985,1985,WAS,OTI,62.0,8.0,16,13,29,46.5,under
9/16/1985,1985,CLE,PIT,57.0,4.0,17,7,24,41,under
9/19/1985,1985,MIN,CHI,72.0,0.0,24,33,57,43,over
9/22/1985,1985,ATL,DEN,73.0,8.0,28,44,72,43,over
9/22/1985,1985,BUF,NWE,65.0,7.0,14,17,31,42,under
9/22/1985,1985,CIN,SDG,71.0,9.0,41,44,85,50,over
9/22/1985,1985,DAL,CLE,80.0,17.0,20,7,27,40,under
9/22/1985,1985,GNB,NYJ,64.0,13.0,3,24,27,41,under
9/22/1985,1985,CLT,DET,72.0,0.0,14,6,20,43,under
9/22/1985,1985,RAI,SFO,68.0,9.0,10,34,44,47,under
9/22/1985,1985,MIA,KAN,82.0,9.0,31,0,31,45,under
9/22/1985,1985,NOR,TAM,72.0,0.0,20,13,33,43,under
9/22/1985,1985,NYG,CRD,72.0,13.0,27,17,44,40,over
9/22/1985,1985,PIT,OTI,69.0,4.0,20,0,20,43,under
9/22/1985,1985,WAS,PHI,70.0,9.0,6,19,25,42,under
9/23/1985,1985,SEA,RAM,72.0,0.0,24,35,59,44,over
9/29/1985,1985,BUF,MIN,60.0,9.0,20,27,47,41,over
9/29/1985,1985,CHI,WAS,63.0,11.0,45,10,55,41.5,over
9/29/1985,1985,DEN,MIA,23.0,6.0,26,30,56,47,over
9/29/1985,1985,DET,TAM,72.0,0.0,30,9,39,42,under
9/29/1985,1985,OTI,DAL,72.0,0.0,10,17,27,41,under
9/29/1985,1985,KAN,SEA,48.0,12.0,28,7,35,47,under
9/29/1985,1985,RAM,ATL,67.0,8.0,17,6,23,45,under
9/29/1985,1985,NWE,RAI,61.0,9.0,20,35,55,44,over
9/29/1985,1985,NYJ,CLT,66.0,8.0,25,20,45,39,over
9/29/1985,1985,PHI,NYG,61.0,5.0,10,16,26,35,under
9/29/1985,1985,SDG,CLE,69.0,9.0,7,21,28,48,under
9/29/1985,1985,SFO,NOR,57.0,14.0,17,20,37,45,under
9/29/1985,1985,CRD,GNB,65.0,13.0,43,28,71,48,over
9/30/1985,1985,PIT,CIN,62.0,7.0,24,37,61,45.5,over
10/6/1985,1985,ATL,SFO,56.0,11.0,17,38,55,47,over
10/6/1985,1985,CIN,NYJ,47.0,11.0,20,29,49,50,under
10/6/1985,1985,CLE,NWE,46.0,14.0,24,20,44,37,over
10/6/1985,1985,DEN,OTI,57.0,7.0,31,20,51,43.5,over
10/6/1985,1985,GNB,DET,44.0,11.0,43,10,53,46.5,over
10/6/1985,1985,CLT,BUF,72.0,0.0,49,17,66,38.5,over
10/6/1985,1985,RAI,KAN,72.0,14.0,19,10,29,41.5,under
10/6/1985,1985,RAM,MIN,72.0,14.0,13,10,23,41,under
10/6/1985,1985,MIA,PIT,80.0,9.0,24,20,44,47.5,under
10/6/1985,1985,NOR,PHI,72.0,0.0,23,21,44,36,over
10/6/1985,1985,NYG,DAL,59.0,16.0,29,30,59,38,over
10/6/1985,1985,SEA,SDG,72.0,0.0,26,21,47,46.5,over
10/6/1985,1985,TAM,CHI,73.0,9.0,19,27,46,42,over
10/7/1985,1985,WAS,CRD,57.0,7.0,27,10,37,47,under
10/13/1985,1985,CIN,NYG,72.0,11.0,35,30,65,49,over
10/13/1985,1985,DAL,PIT,79.0,15.0,27,13,40,43,under
10/13/1985,1985,GNB,MIN,57.0,10.0,20,17,37,48,under
10/13/1985,1985,OTI,CLE,72.0,0.0,6,21,27,37,under
10/13/1985,1985,CLT,DEN,72.0,0.0,10,15,25,47.5,under
10/13/1985,1985,RAI,NOR,63.0,8.0,23,13,36,40,under
10/13/1985,1985,NWE,BUF,50.0,12.0,14,3,17,44,under
10/13/1985,1985,PHI,CRD,60.0,10.0,30,7,37,41.5,under
10/13/1985,1985,SDG,KAN,64.0,7.0,31,20,51,46,over
10/13/1985,1985,SFO,CHI,58.0,11.0,10,26,36,44.5,under
10/13/1985,1985,SEA,ATL,72.0,0.0,30,26,56,48.5,over
10/13/1985,1985,TAM,RAM,78.0,6.0,27,31,58,39,over
10/13/1985,1985,WAS,DET,63.0,11.0,24,3,27,43,under
10/14/1985,1985,NYJ,MIA,65.0,9.0,23,7,30,48,under
10/20/1985,1985,ATL,NOR,72.0,6.0,31,24,55,45,over
10/20/1985,1985,BUF,CLT,47.0,8.0,21,9,30,40,under
10/20/1985,1985,CLE,RAI,54.0,12.0,20,21,41,37.5,over
10/20/1985,1985,DEN,SEA,50.0,6.0,13,10,23,48,under
10/20/1985,1985,DET,SFO,72.0,0.0,23,21,44,46.5,under
10/20/1985,1985,OTI,CIN,72.0,0.0,44,27,71,45.5,over
10/20/1985,1985,KAN,RAM,56.0,5.0,0,16,16,41,under
10/20/1985,1985,MIA,TAM,78.0,12.0,41,38,79,46,over
10/20/1985,1985,MIN,SDG,72.0,0.0,21,17,38,49.5,under
