pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,encoded_label
-1.3230343403959053,-1.2117379542627373,1.7000283652735122,1.2185321017385977,0.33521478472332134,0.3067075137981796,0.35358122604129244,0.1587007275863228,-1
0.2506008969170132,-0.9214078693553951,0.9041495995948509,0.36609358102496065,0.7051312322595473,-0.10038296545077563,0.6690628771123155,1.1181136742548339,1
-2.7099889951242253,0.5515504594524584,1.825279525994331,0.8393542813992207,0.010922209450606513,0.7373685779382987,0.2889981950188704,0.7546845268940667,1
-2.561696583374669,0.28137987306875867,0.34171396778461066,2.1845071741248296,-1.8152816311632887,-1.065591786925934,0.2083828877602533,-0.06906079163872182,1
-1.7808832766103122,1.4390276660433785,3.4499669292524358,0.9466763413468172,-2.072584019900164,0.8952375311152383,-0.04050507880833665,0.7334286540382525,1
-1.7848540970254079,1.5024683691880982,2.4307492589572366,1.4831689493390223,-0.4742239512902928,4.179384639688967,-0.1537456340282286,0.9590975818027666,1
-3.115512650278071,-0.25439127446323295,2.5652218506122546,1.2468041223730182,-1.280917814988594,3.50593133132817,-0.8631160875730554,0.08097981929602747,1
-2.033546301077652,0.2574221206710304,2.7079404968133534,2.206822824992959,-1.76162691130467,0.009812789907373455,0.7516356844217791,-1.5527592849119167,1
-0.7902113406271785,0.7036321428952375,4.306485194184538,2.6464911181411446,-0.7986714940780112,0.7738490279404617,0.6096564464459427,-0.3641013726950161,-1
0.8464309110126372,-0.364169447087848,2.031325495247414,2.050038963478824,-1.0275237782939397,0.8211734319441581,-0.619908797309587,0.14148722863102092,-1
-2.078153974611857,2.0898698850689934,0.3385424062855416,1.7978194082902303,-0.2044856586402057,3.1025026255649664,-0.5755996396947717,-0.06730940200614086,1
-0.960951080126254,0.7688821730902619,2.8489269229030847,1.6915685762841193,0.8786859410129828,0.9385231149812112,1.595940371960885,-0.08910492026856309,-1
-4.53279168695463,-1.0942085054562667,-0.15822657133000326,1.2539922281696116,-0.5421326904257738,1.845946968606741,0.7714120850223051,0.2185916561029663,-1
-3.3110139827822658,-0.3885648961520455,0.9273158378932103,1.1155982514362748,-1.07487974753775,1.5283958648824705,1.387406379181003,0.14856160448912661,1
-4.94634410904719,1.0202950182403006,0.3933324420278933,0.9104479355866018,0.27457089447841887,2.39656072856054,0.9297127591491879,0.1694248358382289,1
-2.328077195788607,0.6290148131018268,0.962992797452048,1.3698733467147262,0.9527302283853863,1.7509233023928896,0.05465843591974143,-0.8097477750284062,1
-4.24348910434452,1.0614736551993584,1.3164622397459453,1.2162385384800074,1.0121284307393468,3.519781063058944,0.4808384021770486,-0.3002696460667139,1
-1.7819922433730313,0.47920538282424086,1.5150266827073535,2.272906025815283,1.066586781645604,0.34895709572666367,0.3770366768641063,0.6859982634946781,-1
-3.939013338903001,1.4050523844573648,0.03205680448333319,2.1600866586911205,1.6626539746446312,-1.9825840594784625,0.6268710788590044,-1.6024103529830578,-1
-1.4246820744735282,1.0221153385626254,-0.815581095743385,1.1936102665528907,1.030288574392557,0.6155218646801845,-0.44115366007067985,-1.1014839893200714,-1
-1.9211014796275803,-0.6394259749254426,1.787448881922468,2.358769404697654,0.9450061954636284,1.0027869721501816,0.7108480560723117,-1.248664467712884,-1
-3.665643608300819,0.5836550454740093,0.5356517467240453,1.6862556555347448,-0.0355199034567812,1.734949179873163,0.6157391561857976,0.11149648847161055,-1
-0.03983262120207266,0.24895571531033917,1.2621653576061167,2.6332904229276153,2.4764324497358077,1.0155751311083778,-0.6870669851955757,-0.22353420288311804,-1
-0.27577544115749697,-1.1780091245669069,0.8409251496131105,2.619540319306066,-0.6340516638273488,0.6413197291670574,0.5564262362156873,-0.4076692939162342,-1
-2.951855500355743,-0.6668169549756774,0.6613158122276641,2.2206726963306487,-0.06021506380812736,0.7796387830802876,1.1189128531558792,-0.6125742303184232,-1
-1.3263281142799273,0.8647720793719169,2.84702975627539,2.285981512382674,1.6477862566361599,2.2341905175136274,1.0598257667903612,1.0284917135079605,1
-1.556345349090045,-0.38760041042796967,1.584353961454195,1.5383396598100754,0.50871143141157,1.667116128952691,0.31532228827556436,-1.3445695013619328,1
-5.215079022655095,0.42319209074615777,-0.07552975660641509,1.592300992415194,-0.2536348943612954,0.3959883320228586,-0.1816543203979079,0.6425396358523917,-1
-2.993752100417843,-0.3312380665957154,1.4139214560234679,0.9301913613414654,0.5670380419201305,1.4258748660982066,-0.4967047821000333,-0.9267466742872588,-1
-3.1621533627660323,-0.8107398654537967,1.3366768414230314,-0.6629795435269105,2.087374949826066,1.8181217651235086,0.18408117663521284,0.2692483710210135,-1
-2.9456655462439345,0.07672319719380467,-0.2255806425906066,1.8272792314064874,0.38773722166197216,1.8150545366052118,-0.6761130493173322,0.08905589925240037,-1
-2.831331851694559,-2.746682815242883,0.7858035068141784,0.18122405875427028,0.10550489495812783,0.2288276354247758,0.43945919622553953,0.7528012258800605,-1
-2.6275177061188493,-1.3000940584720673,2.853895297952077,1.6352069584935212,0.854585136970266,2.5627374085564245,1.1235913915575413,-1.1525784274119895,-1
-1.7401369579069117,-1.7517308241274505,1.399208041240286,1.9286249874297883,0.4253068769107058,1.0068959862922455,1.5520632296971701,-1.3341582737191553,1
-1.863696262390058,2.061922357151727,3.09480240570199,2.050606936909438,0.8555501839515895,1.870444924295758,0.09597488140814743,0.913117972878096,-1
-2.9457186050927353,-1.7109995012899595,1.244998326078008,0.805329085909182,0.13628334103336137,0.7421118320270936,0.5672255850782583,0.3044622050015586,-1
-2.352337577912559,0.482295065824739,1.4202412683349086,2.3258329057278173,0.30181063314820494,0.17784934924130952,-0.6571760391674711,-0.6869268672879468,-1
-1.2123998771276983,1.0529796886141929,1.126445089872258,2.5657256934603474,1.215949801121613,-0.28069005220753657,0.3875141610008903,0.763351069781488,1
-2.642631045514278,-2.8927490137825305,1.9188621963526955,2.515703251117909,-0.043106441835159125,-0.584369275223511,0.6576273016694427,1.53038080250179,1
-3.115946724393073,-0.14030387266206718,0.6713388487892752,0.8732160810883404,0.8843449297702723,1.365971994487401,-0.07683700572014632,-0.1458204714928079,1
-2.064195476449559,-0.2734333144021613,0.7464693440546357,1.7533215752805147,-1.0986418992342963,-0.3319324752921125,1.2423880680033295,0.35840012850539194,-1
-1.5570300200187646,-1.5910849373883407,2.241321357533104,3.5689615223227023,-0.5217808580385063,0.2233799770444563,-0.46987437750709116,-0.28167753671676005,1
-3.1192498414353618,1.9545229595386464,1.2181032697407577,1.7198086797028262,0.9484420693024654,0.28923332785656974,-0.3359897764518439,1.1931473624790239,1
-1.58185494760602,2.4414664668002515,1.8382339105395653,2.842976367397219,-0.695751017154545,1.795668313674114,0.21145023304346486,-0.2750446738561456,-1
-5.143075777636043,-0.5773126276652919,-0.23123289909134637,1.1866593085560662,-1.0816567209861438,0.2584858014446094,-0.1480811109419708,0.4936139830861991,1
